triples,predictions,actuals
Saint_Petersburg leader Georgy_Poltavchenko ,Georgy Poltavchenko is the leader of Saint Petersburg.,The leader of Saint Petersburg is Georgy Poltavchenko.
"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsWest Franklin_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. It was established in 2000 and is categorised as a contributing property. Adams County has Franklin County to its west and Cumberland County to its north.","The location of the 11th Mississippi Infantry Monument, built in 2000, is Adams County, Pennsylvania which has Franklin County, Pennsylvania to the west and Cumberland County, Pennsylvania to the north. This monument is classified as a Contributing Property."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary ","The College of William and Mary is the owner of Alan B. Miller Hall, which is located at 101 Ukrop Way and was designed by Robert A.M. Stern. The current tenants are the Mason School of Business.","Alan B. Miller Hall, which was designed by Robert A.M. Stern is situated at 101 Ukrop Way. It is owned by The College of William and Mary and The Mason School of Business are the current tenants."
The_Velvet_Underground activeYearsStartYear 1964-01-01 ,"The Velvet Underground began its career on January 1, 1964.",The Velvet Underground started performing in 1964.
Super_Capers starring Michael_Rooker Super_Capers starring Tom_Sizemore ,Tom Sizemore and Michael Roker starred in Super Capers.,Tom Sizemore stars in Super Capers which starred Michael Rooker.
"Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman firstAired ""1983-10-03"" ",Bananaman was first broadcast by the BBC on 3 October 1983 and was created by Steve Bright.,"Bananaman, the TV series, was created by Steve Bright and first aired on the BBC on 03/10/1983."
Aaron_Turner activeYearsStartYear 1995 Aaron_Turner associatedBand/associatedMusicalArtist Lotus_Eaters_(band) Aaron_Turner genre Post-metal Aaron_Turner instrument Electric_guitar Aaron_Turner origin Massachusetts ,"Aaron Turner, who is from Massachusetts, started performing in 1995. He plays post-metal music and plays electric guitar for the Lotus Eaters band.",Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.
"Gdynia,_Poland timeZone Central_European_Summer_Time ","Gdynia, Poland is in the Central European Summer Time zone.","Gdynia, Poland is in the Central European Summer Time zone."
Nie_Haisheng birthPlace Hubei Nie_Haisheng nationality People's_Republic_of_China ,Nie Haisheng was born in Hubei and is a national of the People's Republic of China.,Nie Haisheng was born in Hubei province and is a citizen of the people's Republic of China.
Lady_Anne_Monson birthDate 1726-01-01 ,"Lady Anne Monson was born on January 1, 1726.","Lady Anne Monson was born on January 1, 1726."
"Alan_Shepard award Distinguished_Service_Medal_(United_States_Navy) Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard servedAsChiefOfTheAstronautOfficeIn 1963 Alan_Shepard status ""Deceased"" ","Alan Shepard was born on November 18, 1923 in New Hampshire. He was a US national and served as Chief of the Astronaut Office in 1963. He was awarded the Distinguished Service Medal by the US Navy. He died in California.","Prior to his death in California, Alan Shepard was born on November 18, 1923 in New Hampshire, United States. He served as Chief of the Astronaut Office in 1963 and was awarded the Distinguished Service Medal by the United States Navy."
Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala leader Juan_Nolasco Ciudad_Ayala type City ,"Juan Nolasco is the leader of Ciudad Ayala, which is 1147.0 above sea level. The city is governed by a council-manager government.","Ciudad Ayala is a city with an elevation of 1147.0 above sea level. It uses a type of government called council-manager government, and the leader is named Juan Nolasco."
Darinka_Dentcheva knownFor Stochastic_programming Darinka_Dentcheva professionalField Mathematical_optimization ,Darinka Dentcheva is a mathematic optimization specialist who is known for his work in stochastic programming.,"Darinka Dentcheva was a mathematical optimization professional, and known for Stochastic programming."
"Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman firstAired ""1983-10-03"" BBC foundedBy John_Reith,_1st_Baron_Reith Bananaman starring Bill_Oddie ","Bananaman was first broadcast by the BBC on 3 October 1983. The BBC was founded by John Reith, 1st Baron Reith and is based at Broadcasting House. Bill Oddie starred in Bananaman.","First aired in October of 1983, the show Bananaman starred Bill Oddie. It was broadcast by the BBC, which was founded by John Reith and has its headquarters at Broadcasting House."
Train_(band) formerBandMember Johnny_Colt Train_(band) formerBandMember Charlie_Colin Mermaid_(Train_song) musicalBand Train_(band) ,"Mermaid is a train song performed by the band Train, which has Johnny Colt as a former member and Charlie Colin as a former member.","Johnny Colt and Charlie Colin are former members of the band train, who own the song, Mermaid."
Ciudad_Ayala isPartOf Morelos Morelos leaderTitle Governor ,"Ciudad Ayala is part of Morelos, where the leader is the Governor.","Ciudad Ayala is part of Morelos, and the Governor is one of the leaders of the state of Morelos."
Kingdom_of_England dissolutionYear 1707 ,The Kingdom of England was dissolution in 1707.,The year of the dissolution of the Kingdom of England was 1707.
Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman starring Bill_Oddie ,"Bananaman, starring Bill Oddie, was broadcast by the BBC, which is based at Broadcasting House.","Bill Oddie starred in Bananaman which was broadcast by the BBC who are based in the Broadcasting House, London."
Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) producer Espionage_(production_team) ,"The song Mermaid, which was produced by Espionage, was followed by Imagine and California 37.","Train's song Imagine came after a song from their California 37 album, titled Mermaid, which was produced by the production team Espionage."
Punk_blues stylisticOrigin Garage_rock ,Punk blues originated from garage rock.,Punk blues' origin is garage rock.
Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson deathDate 1776-02-18 ,Lady Anne Monson was born in Darlington and died on 18 February 1776.,"Lady Anne Monson, who was born in Darlington, died on February 18th, 1776."
Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome operatingOrganisation MotorSport_Vision Bedford_Aerodrome runwayLength 1095.0 ,"Bedford Aerodrome, which serves Bedford Autodrome, is operated by MotorSport Vision and has a runway length of 1095.0. The ICAO location identifier of Bedford Aerodrome is EGBF.",Bedford Aerodrome has a runway length of 1095 and has served the Bedford Autodrome. The aerodrome has an operating organization that is called the MotorSport Vision. The ICAO location identifier for Bedford Aerodrome is EGBF.
Olga_Bondareva deathPlace Saint_Petersburg Saint_Petersburg leaderTitle Governor ,"Olga Bondareva died in Saint Petersburg, where the leader is the Governor.","Saint Petersburg, whose leader is known as the Governor, was the death place of Olga Bondareva."
Al_Asad_Airbase operatingOrganisation United_States_Air_Force United_States_Air_Force transportAircraft Boeing_C-17_Globemaster_III ,The Boeing C-17 Globemaster III is a transport aircraft in the United States Air Force which operates Al Asad airbase.,Al Asad Airbase is operated by the United States Air Force which has a Boeing C-17 Globemaster III transport aircraft.
Live_at_Roadburn_2008_(Year_of_No_Light_album) recordDate 2008-04-19 ,"The album Year of No Light, Live at Roadburn 2008, was recorded on April 19th 2008.","Year of No Light's ""Live at the Roadburn 2008"" album was recorded on April 19, 2008."
University_of_Cambridge viceChancellor Leszek_Borysiewicz ,Leszek Borysiewicz is the vice Chancellor of the University of Cambridge.,The Vice Chancellor of the University of Cambridge is Leszek Borysiewicz.
Israel officialLanguage Modern_Hebrew ,Modern Hebrew is the official language of Israel.,The official language of Israel is modern Hebrew.
Aleksandr_Prudnikov birthDate 1989-02-24 Aleksandr_Prudnikov club FC_Terek_Grozny Aleksandr_Prudnikov currentclub FC_Amkar_Perm FC_Terek_Grozny ground Grozny Aleksandr_Prudnikov youthclub FC_Spartak_Moscow ,Aleksandr Prudnikov was born on 24 February 1989 and he plays for FC Amkar Perm. He also played for FC Terek Grozny whose ground is in Grozny. He also played for FC Spartak Moscow youth team.,"Aleksandr Prudnikov was born on February 24, 1989 and played for FC Spartak Moscow's youth team. He now plays for FC Terek Grozny, located in Grozny, and his current club is FC Amkar Perm."
Pontiac_Rageous assembly Michigan Pontiac_Rageous assembly Detroit Pontiac_Rageous bodyStyle Coupe ,"The Pontiac Rage is a coupe made in Detroit, Michigan.","The Pontiac Rageous coupe was assembled in Detroit, Michigan."
Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva knownFor Bondareva–Shapley_theorem ,Olga Bondareva-Shapley theorem is known for her Alma mater Leningrad State University.,"Olga Bondareva studied at Leningrad State University, where she was known for the Bondareva-Shapley theorem."
Turn_Me_On_(album) genre Noise_rock ,Turn Me On is a noise rock album.,The genre of the Turn Me On album is noise rock.
1147_Stavropolis rotationPeriod 20378.5 ,1147 Stavropolis has a rotation period of 20378.5.,The asteroid 1147 Stavropolis has a rotation period of 20378.5.
John_Mills deathYear 2005 ,John Mills died in 2005.,John Mills died in 2005.
Andrzej_Piotr_Ruszczyński influencedBy Darinka_Dentcheva ,Andrzej Piotr Ruszczyski was influenced by Darinka Dentcheva.,Andrzej Piotr Ruszczyński is influenced by Darinka Dentcheva.
"Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman firstAired ""1983-10-03"" Bananaman starring Bill_Oddie ",Bananaman was first broadcast by the BBC on 3 October 1983 from Broadcasting House in London. Bill Oddie starred in the series.,Bananaman first aired on 3rd October 1983 and was broadcast by the BBC based at Broadcasting House in London. One of the stars of the show was Bill Oddie.
1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis periapsis 260855000000.0 ,1147 Stavropolis has an epoch date of 31 July 2016 (JD2457600.5) and an apoapsis of 418476000000.0. Its periapsis is 260855000000.0.,The epoch of 1147 Stavropolis is 31 July 2016 (JD2457600.5). Its periapsis is 260855000000.0 and the apoapsis of the asteroid is 418476000000.0 A.U.
Grigory_Neujmin deathDate 1946-12-17 ,Grigory Neujmin died on 1946-12-17.,"Grigory Neujmin died on Dec 17, 1946."
1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discovered 1929-06-11 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis rotationPeriod 20378.5 ,Grigory Neujmin discovered 1147 Stavropolis on June 11th 1929. It has an epoch date of 31 July 2016 and an orbital period of 1249.6. It has a rotation period of 20378.5 and an absolute magnitude of 11.5 and an apoapsis of 418476000000.0.,"The asteroid 1147 Stavropolis was discovered, by Grigory Neujmin, on the 11th of June 1229. It has an apoapsis of 418476000000.0, an orbital period of 1249.6 days, an absolute magnitude of 11.5, a rotation period of 20378.5. It's epoch is 31 July 2016 (Julian Day 2457600.5)."
Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time ,Ciudad Ayala is located in Mexico and is 1147.0 above sea level. The Governator leads Ciudad Ayala and the population density is 1604.0. The time zone of Ciudad Ayala is Pacific Daylight Time.,Ciudad Ayala is located in Mexico and has a population density of 1604. The city stands 1147 m above sea level. The Governator is the leader of Ciudad Ayala located in the Pacific Daylight time zone.
Super_Capers director Ray_Griggs_(director) Super_Capers gross 30955.0 Super_Capers starring Adam_West Super_Capers writer Ray_Griggs_(director) ,"Super Capers, starring Adam West, was written by Ray Giles and directed by Ray Giles. It has a gross of 30955.0.","Super Capers made $30,955 and starred infamous actor, Adam West. It was written and directed by Ray Griggs."
"Akeem_Ayers debutTeam Tennessee_Titans Akeem_Ayers draftPick ""39"" ",Akeem Ayers made his debut for the Tennessee Titans and was drafted 39th.,Akeem Ayers is draft pick 39 for debut team Tennessee Titans.
"Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva birthDate 1937-04-27 Olga_Bondareva birthName ""Olga Nikolaevna Bondareva"" Olga_Bondareva birthPlace Leningrad,_USSR Olga_Bondareva knownFor Bondareva–Shapley_theorem ","Olga Nikolaevna Bondareva was born in Leningrad, USSR on 27 April 1937. She was known for the Bondareva-Shapley theorem and her Alma mater was Leningrad State University.","Olga Bondareva (born Olga Nikolaevna Bondareva, on April 27, 1937, in Leningrad, USSR) graduated from Leningrad State University and is known for Bondareva-Shapley theorem."
"Acharya_Institute_of_Technology academicStaffSize ""~500"" Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ","The Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. It was given the 'Technical Campus' status by the All India Council for Technical Education in Mumbai. The Institute has 500 academic staff and is affiliated with the Visvesvaraya Technological University in Belgaum.","The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The Institute, which is affiliated with Visvesvaraya Technological University in Belgaum, employs about 500 academic staff. The director is Dr. G. P. Prabhukumar. Acharya Institute of Technology was given the Technical Campus status by the All India Council for Technical Education, which is located in Mumbai."
Imagine_(John_Lennon_song) certification FIMI Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Imagine_(John_Lennon_song) musicalArtist John_Lennon Mermaid_(Train_song) producer Espionage_(production_team) ,The musical artist John Lennon is the musical artist Imagine. The song was produced by Espionage and was followed by Mermaid (Train song). Imagine was certified by FIMI.,"Train followed Mermaid with Imagine is a song by musical artist John Lennon, which has a FIMI certification. It was produced by the production team Espionage."
France governmentType Unitary_state ,France is a unitary state.,France has a unitary state form of government.
"Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 Bedford_Aerodrome runwayName ""08/26"" Bedford_Aerodrome runwaySurfaceType Concrete ",The Bedford Aerodrome is 83.22104 metres above sea level and has a runway named 08/26 made of concrete.,"The Bedford Aerodrome runway name is 08/26, and it is made of concrete. The aerodrome is 83.2104 metres above sea level."
Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) precededBy Let_It_Breed Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) runtime 35.1 ,"The Honeymoon Killers, an American band, produced the album Turn Me On which was preceded by Let It Breed. The album has a runtime of 35.1 and was produced by The Honeymoon Killers.",The self-produced album Turn Me On by the American band The Honeymoon Killers has a total runtime of 35 minutes 10 seconds and was preceded by the Let it Breed album.
Bionico country Mexico Bionico course Dessert Bionico region Guadalajara ,Bionico is a dessert found in the Guadalajara region of Mexico.,"The dessert called Bionico can be found in Guadalajara, Mexico."
Max_Benedict deathPlace London It's_Great_to_Be_Young_(1956_film) editing Max_Benedict It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker ,It's Great to Be Young (1956 film) starred John Mills and Cecil Parker. Max Benedict was the editor of the film and died in London.,It’s Great to Be Young was a movie edited by Max Benedict. It stars John Mills and Cecil Parker and it was released in 1956. Max Benedict passed away in London.
The_Honeymoon_Killers_(American_band) genre Noise_rock ,The Honeymoon Killers are an American band whose genre is noise rock.,The genre of the Honeymoon Killers is noise rock.
McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) ,"Harry Carey, who was born in 1868, was the director of McVeagh of the South Seas.",Harry Carey was an actor born in 1878 and was the director of 'McVeagh of the South Seas'
English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears writer Anatole_de_Grunwald ,English Without Tears was written by Anatole de Gruwald and produced by Bernard Knowles. It was edited by Alan Jaggs and Nicholas Brodszky was a composer.,"The music for the movie ""English Without Tears"" was composed by Nicholas Brodszky, whereas the movie was edited by Alan Jaggs, produced and written by Anatole de Grunwald, while Bernard Knowles did the cinematography."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall completionDate 2009-06-01 Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business ","The Mason School of Business are the current tenants of Alan B Miller Hall, 101 Ukrop Way, United States. The building was designed by Robert A M Stern and began construction on 30 March 2007.","The construction of Alan B. Miller Hall lasted from March 30th, 2007 to June 1st, 2009. Robert A. M. Stern designed the building. Alan B. Miller Hall is located at 101 Ukrop Way, and the current tenant is the Mason School of Business, which is located in the United States."
Piotr_Hallmann weight 70.308 ,"Piotr Hallmann weighs 70,308 kg.",Piotr Hallmann’s weight is 70.308 kg.
Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) recordLabel E-Vinyl Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41 ,"The album ""Nord"" was released on 6 September 2006 and has a runtime of 58.41. It was released by Crucial Blast and E-Vinyl.","The Year of No Light, 58.41 minute E-Vinyl album, Nord was released on the Crucial Blast label on 2006-09-06."
Saint_Petersburg areaTotal 1439.0 Olga_Bondareva deathPlace Saint_Petersburg ,"Olga Bondareva died in Saint Petersburg, which has a total area of 1439.0.","Olga Bondareva died in Saint Petersburg, a town which has an area of 1439 km2."
Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology sportsOffered Tennis ,The Acharya Institute of Technology is located in Bangalore and is affiliated with the Visvesvaraya Technological University. The institute offers tennis as one of its sports.,"The Acharya Institute of Technology in Bangalore, is affiliated with the Visvesvaraya Technological University and offers tennis as a sport option."
Universal_Music_Group keyPerson Lucian_Grainge Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Polydor_Records Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Universal_Music_Group Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States ,The record label of Bootleg Series Volume 1: The Quine Tapes is Polydor Records and was recorded in the United States. Lucian Grainge is a key person at the Universal Music Group.,The Bootleg Series Volume I: The Quine Tapes was released by the record label Polydor Records under the Universal Music Group record label in the United States. A key individual in the Universal Music Group is Lucian Grainge.
"ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0 Adolfo_Suárez_Madrid–Barajas_Airport runwayName ""14L/32R"" ",ENAIRE is located in Madrid and operates Adolfo Suárez Madrid–Barajas Airport in Alcobendas. The runway name is 14L/32R and it is 3500 metres long.,"Adolfo Suarez Madrid-Barajas Airport in Alcobendas is operated by ENAIRE, which is based in Madrid. The airport's runway length is 3500 and the runway name is 14L/32R."
Tom_Sizemore spouse Maeve_Quinlan ,Maeve Quinlan is the spouse of Tom Sizemore.,Tom Sizemore is married to Maeve Quinlan.
"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland Adams_County,_Pennsylvania hasToItsWest Franklin_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania"" ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. It was established in 2000 and is categorised as a contributing property. Adams County is south of Carroll County, Maryland and east of Franklin County.","Erected in 2000, the 11th Mississippi Infantry Monument is located in the municipality of Gettysburg in Adams County, Pennsylvania. Franklin County lies to the west of this contributing property, with Carroll County, Maryland to the southeast."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia ","The Mason School of Business are the current tenants of Alan B Miller Hall, which was designed by Robert A M Stern and began construction on 30 March 2007. The Hall is located at 101 Ukrop Way, Virginia and was completed on 1 June 2009.","Robert A M Stern is the architect responsible for designing the Alan B. Miller Hall at 101 Ukrop Way in Virginia. Construction started on the building on the 30th of March, 2007 and was completed on the 1st of June, 2009. The Mason School of Business are the current occupants of the hall."
Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey ,"Nurhan Atasoy was born on January 1, 1934 and lives in Istanbul, Turkey.",Nurhan Atasoy was born on 1934-01-01 and currently resides and maintains citizenship in Turkey. He has a residence in Istanbul.
Nie_Haisheng birthPlace Zaoyang Nie_Haisheng birthPlace Hubei Nie_Haisheng mission Shenzhou_10 Nie_Haisheng mission Shenzhou_6 Nie_Haisheng nationality People's_Republic_of_China ,"Nie Haisheng was born in Hubei, Zaoyang and is a national of the People's Republic of China. He was a member of the Shenzhou 10 mission and Shenzhou 6.",Nie Haisheng was born in Zaoyang in Hubei. Haisheng was from the People's Republic of China and was a part of the Shenzhou 10 mission and also took part in the Shenzhou 6 mission.
Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 ,"Agremiacao Sportiva Arapiraquense play at the Estadio Municipal Coaracy da Mata Fonseca and have 17000 members. They play in the Campeonato Brasileiro Série C league, the champions of which are Vila Nova Futebol Clube.","Agremiação Sportiva Arapiraquense has 17000 members, plays at the ground of Estádio Municipal Coaracy da Mata Fonseca and plays in the Campeonato Brasileiro Série C league, which The Vila Nova Futebol Clube were champions of."
Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,"Expect a Miracle is an instrumental music album produced by Brian Kelly, who is also the composer and pianist of Pools of Light. It was followed by Afterplay.","Expect a Miracle is an instrumental music album followed by the album Afterplay. It was produced by Brian Kelly, and was preceded by his album Pools of Light."
Imagine_(John_Lennon_song) followedBy Happy_Xmas_(War_Is_Over) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Imagine_(John_Lennon_song) musicalArtist John_Lennon Mermaid_(Train_song) musicalBand Train_(band) ,"The musical artist John Lennon is the author of Imagine, followed by Happy Xmas (War Is Over) and Mermaid (Train song).",The song Imagine by John Lennon followed Mermaid is by the musical band Train. The song Imagine was followed by the release of the song Happy Xmas (War Is Over).
Bootleg_Series_Volume_1:_The_Quine_Tapes precededBy Squeeze_(The_Velvet_Underground_album) Squeeze_(The_Velvet_Underground_album) precededBy Andy_Warhol's_Velvet_Underground_Featuring_Nico Bootleg_Series_Volume_1:_The_Quine_Tapes releaseDate 2001-10-16 ,The release date of Bootleg Series Volume 1: The Quinine Tapes is 2001-10-16. It was preceded by Squeeze (The Velvet Underground album) and Andy Warhol's Velvet Underground Featuring Nico.,"Bootleg Series Volume 1: The Quine Tapes by The Velvet Underground was released on October 16, 2001. It was preceded by the album Squeeze, which itself was preceded by the compilation album Andy Warhol's Velvet Underground Featuring Nico."
ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4349.0 ,Adolfo Suárez Madrid–Barajas Airport is located in Alcobendas and is operated by ENAIRE. The airport is 610 metres above sea level and has a runway length of 4349.0. ENAIRE is located in Madrid.,"Adolfo Suárez Madrid-Barajas Airport in Alcobendas has an elevation of 610.0 metres above sea level and has a runway length of 4,349. It is operated by ENAIRE, which is in the city of Madrid."
Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) genre Punk_blues Turn_Me_On_(album) genre Noise_rock Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) runtime 35.1 ,"The Honeymoon Killers, an American band, produced the album Turn Me On which has a runtime of 35.1 and is a punk blues album. It is also a noise rock album.",The run time of the album Turn Me On is 35.1 minutes where the artist is the Honeymoon Killers with punk blues as the genre. Turn Me On album is self-produced by the American band Honeymoon Killers with noise rock as the genre of the album.
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall architecturalStyle Georgian_architecture Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary ",The College of William and Mary is the owner of Alan B Miller Hall which is located at 101 Ukrop Way. The building was designed by Robert A M Stern and began construction on 30 March 2007. The Mason School of Business are the current tenants of the Hall. The Georgian style of architecture is the style of architecture of the Hall.,"Alan B. Miller Hall, owned by the College of William and Mary, started being built at 101 Ukrop Way on March 30, 2007 and used the Georgian-style design of architect Robert A M Stern. The building is occupied today by the Mason School of Business."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia Alan_B._Miller_Hall owner College_of_William_&_Mary ","The College of William and Mary is the owner of Alan B. Miller Hall, which was designed by Robert A.M. Stern and is located at 101 Ukrop Way, Virginia. The building began on 30 March 2007 and is currently occupied by the Mason School of Business.","The construction of Alan B. Miller Hall began on March 30th, 2007. Robert A. M. Stern designed the building. Alan B. Miller Hall is located at 101 Ukrop Way, Virginia,and is owned by the College of William and Mary. The current tenant is the Mason School of Business."
1634:_The_Bavarian_Crisis author Eric_Flint 1634:_The_Bavarian_Crisis followedBy Ring_of_Fire_II ,1634: The Bavarian Crisis was written by Eric Flint and was followed by Ring of Fire II.,"Authored by Eric Flint, 1634: The Bavarian Crisis precedes Ring of Fire II."
Chinabank location Philippines Chinabank numberOfLocations 295 Chinabank type Public_company ,Chinabank is a public company located in the Philippines with 295 branches.,"Chinabank, with locations in the Philippines, is a publicly traded company with 295 banking centers."
University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy numberOfStudents 27400 University_of_Burgundy numberOfUndergraduateStudents 16800 ,"The University of Burgundy has a student population of 27400, including 1299 doctoral students and 16800 undergraduate students.","The University of Burgundy is home to 27400 students: 16,800 of whom are undergraduates and 1299 of whom are doctoral."
