triples,predictions,actuals
"ALCO_RS-3 buildDate ""May 1950 - August 1956"" ALCO_RS-3 length 17068.8 (millimetres) ALCO_RS-3 powerType Diesel-electric_transmission ",The ALCO RS-3 was built between May 1950 and August 1956. It is 17068.8 millimetres long and has a diesel-electric transmission.,"The ALCO RS-3 had a diesel-electric transmission, measured 17068.8 (millimetres) in length and was produced between May 1950 and August 1956."
"11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument was established in 2000 and is located in Adams County, Pennsylvania. Frederick County, Maryland is to the southwest of Adams County, Pennsylvania.","The 11th Mississippi Infantry Monument in Adams County, Pennsylvania, which was established in the year 2000. Frederick County, Maryland is located to the southwest of Adams County, Pennsylvania."
"Abraham_A._Ribicoff birthPlace United_States Abraham_A._Ribicoff inOfficeWhilePresident John_F._Kennedy Abraham_A._Ribicoff nationality American Abraham_A._Ribicoff party Democratic_Party_(United_States) Abraham_A._Ribicoff spouse ""Ruth Ribicoff"" ",Abraham A. Ribicoff was born in the United States and was married to Ruth Ribicoff. He was a member of the Democratic Party in the United States and was in office while John F. Kennedy was President.,"Abraham A. Ribicoff was of American nationality and was a member of the United States Democratic Party. He was born in the United States and was married to Ruth Ribicoff. During John F. Kennedy’s presidency, Abraham was also in office."
Mermaid_(Train_song) musicalBand Train_(band) Train_(band) recordLabel Warner_Music_Group Mermaid_(Train_song) recordLabel Columbia_Records ,The band Train is signed to the record label Warner Music Group and they recorded the song Mermaid. The song is on the record label Columbia Records.,The record label Columbia Records released the song Mermaid by the musical band Train. The band Train were signed to the record label Warner Music Group.
Turn_Me_On_(album) precededBy Let_It_Breed Let_It_Breed precededBy Love_American_Style_(album) Turn_Me_On_(album) runtime 35.1 ,The album Turn Me On has a runtime of 35.1 and was preceded by Let It Breed and Love American Style.,"Following the albums, Let it Breed and Love American Style, Turn me on was released at a length of 35 minutes and 10 seconds."
Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,The album Nord was released on 6 September 2006 and is a post metal album. It is followed by Live at Roadburn 2008. The genre of Nord is sludge metal.,"Year of No Light followed their album Nord, released on 06-09-2006, with the album Live at Roadburn 2008. The album is in the genres of sludge metal and post metal."
"AmeriGas city King_of_Prussia,_Pennsylvania AmeriGas country United_States AmeriGas industry Energy_industry AmeriGas netIncome 211200000 AmeriGas operatingIncome 380700000 AmeriGas regionServed United_States ","AmeriGas is an energy company that serves the United States. It is located in King of Prussia, Pennsylvania and has a net income of $211,200,000 and an operating income of $380,700,000.","Located in King of Prussia, Pennsylvania, AmeriGas is an energy company that serves the United States. AmeriGas has an operating income of $380,700,000 and net income of $211,200,000."
It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor It's_Great_to_Be_Young_(1956_film) gross 282838.0 It's_Great_to_Be_Young_(1956_film) runtime 94.0 It's_Great_to_Be_Young_(1956_film) starring John_Mills ,It's Great to Be Young (1956) starring John Mills and has a runtime of 94 minutes. It was directed by Gene Nelson and has a gross of 282838.0. The cinematography was done by Gilbert Taylor.,"It's Great to Be Young is a 1956 film in which John Mills played a lead role. The film featured Gilbert Taylor as a cinematographer, and it received £282,838. The duration of the film is around 94 minutes."
Saint_Petersburg leader Georgy_Poltavchenko ,Georgy Poltavchenko is the leader of Saint Petersburg.,The leader of Saint Petersburg is Georgy Poltavchenko.
"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsWest Franklin_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania and was established in 2000. It is categorised as a contributing property. Adams County is located to the north of Cumberland County and to the west of Franklin County, Pennsylvania.","The location of the 11th Mississippi Infantry Monument, built in 2000, is Adams County, Pennsylvania which has Franklin County, Pennsylvania to the west and Cumberland County, Pennsylvania to the north. This monument is classified as a Contributing Property."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary ","The Mason School of Business is the current tenant of Alan B Miller Hall, which is owned by the College of William and Mary. The Hall is located at 101 Ukrop Way and was designed by Robert A M Stern.","Alan B. Miller Hall, which was designed by Robert A.M. Stern is situated at 101 Ukrop Way. It is owned by The College of William and Mary and The Mason School of Business are the current tenants."
The_Velvet_Underground activeYearsStartYear 1964-01-01 ,The Velvet Underground began performing in 1964.,The Velvet Underground started performing in 1964.
Super_Capers starring Michael_Rooker Super_Capers starring Tom_Sizemore ,Super Capers stars Michael Rooker and Tom Sizemore.,Tom Sizemore stars in Super Capers which starred Michael Rooker.
"Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman firstAired ""1983-10-03"" ","Bananaman, created by Steve Bright, was first broadcast by the BBC on 10/03/1983.","Bananaman, the TV series, was created by Steve Bright and first aired on the BBC on 03/10/1983."
Aaron_Turner activeYearsStartYear 1995 Aaron_Turner associatedBand/associatedMusicalArtist Lotus_Eaters_(band) Aaron_Turner genre Post-metal Aaron_Turner instrument Electric_guitar Aaron_Turner origin Massachusetts ,"Aaron Turner, who plays the electric guitar, is a musician for the Lotus Eaters band. He is a performer of post-metal music and began his career in 1995. He is from Massachusetts.",Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.
"Gdynia,_Poland timeZone Central_European_Summer_Time ","Gdynia, Poland is in the Central European Summer Time zone.","Gdynia, Poland is in the Central European Summer Time zone."
Nie_Haisheng birthPlace Hubei Nie_Haisheng nationality People's_Republic_of_China ,"Nie Haisheng was born in Hubei, China.",Nie Haisheng was born in Hubei province and is a citizen of the people's Republic of China.
Lady_Anne_Monson birthDate 1726-01-01 ,Lady Anne Monson was born on 1726-01-01.,"Lady Anne Monson was born on January 1, 1726."
"Alan_Shepard award Distinguished_Service_Medal_(United_States_Navy) Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard servedAsChiefOfTheAstronautOfficeIn 1963 Alan_Shepard status ""Deceased"" ","Alan Shepard was born in New Hampshire on November 18, 1923. He was a US national who served as Chief of the Astronaut Office in 1963. He was awarded the Distinguished Service Medal by the US Navy and died in California.","Prior to his death in California, Alan Shepard was born on November 18, 1923 in New Hampshire, United States. He served as Chief of the Astronaut Office in 1963 and was awarded the Distinguished Service Medal by the United States Navy."
Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala leader Juan_Nolasco Ciudad_Ayala type City ,Ciudad Ayala is a city with a council-manager government type. It is led by Juan Nolasco and has an elevation of 1147.0 above sea level.,"Ciudad Ayala is a city with an elevation of 1147.0 above sea level. It uses a type of government called council-manager government, and the leader is named Juan Nolasco."
Darinka_Dentcheva knownFor Stochastic_programming Darinka_Dentcheva professionalField Mathematical_optimization ,Darinka Dentcheva is known for Stochastic programming and her professional field is mathematical optimization.,"Darinka Dentcheva was a mathematical optimization professional, and known for Stochastic programming."
"Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman firstAired ""1983-10-03"" BBC foundedBy John_Reith,_1st_Baron_Reith Bananaman starring Bill_Oddie ","Bananaman, starring Bill Oddie, was first broadcast by the BBC on 10/03/1983. The BBC was founded by John Reith, 1st Baron Reith and is located in Broadcasting House.","First aired in October of 1983, the show Bananaman starred Bill Oddie. It was broadcast by the BBC, which was founded by John Reith and has its headquarters at Broadcasting House."
Train_(band) formerBandMember Johnny_Colt Train_(band) formerBandMember Charlie_Colin Mermaid_(Train_song) musicalBand Train_(band) ,Johnny Colt and Charlie Colin were former band members of the band Train. The band Mermaid is a musical band and Train is a band that Johnny Colt used to play for.,"Johnny Colt and Charlie Colin are former members of the band train, who own the song, Mermaid."
Ciudad_Ayala isPartOf Morelos Morelos leaderTitle Governor ,"Ciudad Ayala is part of Morelos, where the leader is the Governor.","Ciudad Ayala is part of Morelos, and the Governor is one of the leaders of the state of Morelos."
Kingdom_of_England dissolutionYear 1707 ,The Kingdom of England was dissolved in 1707.,The year of the dissolution of the Kingdom of England was 1707.
Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman starring Bill_Oddie ,"Bananaman, starring Bill Oddie, was broadcast by the BBC, which is located in Broadcasting House.","Bill Oddie starred in Bananaman which was broadcast by the BBC who are based in the Broadcasting House, London."
Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) producer Espionage_(production_team) ,"The song Mermaid, produced by Espionage, is on the album California 37 by the band Train. It was followed by Imagine by John Lennon.","Train's song Imagine came after a song from their California 37 album, titled Mermaid, which was produced by the production team Espionage."
Punk_blues stylisticOrigin Garage_rock ,Punk blues has its origins in Garage rock.,Punk blues' origin is garage rock.
Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson deathDate 1776-02-18 ,Lady Anne Monson was born in Darlington and died on 18 February 1776.,"Lady Anne Monson, who was born in Darlington, died on February 18th, 1776."
Bedford_Aerodrome cityServed Bedford_Autodrome Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome operatingOrganisation MotorSport_Vision Bedford_Aerodrome runwayLength 1095.0 ,"Bedford Aerodrome, which serves the city of Bedford, is operated by Motor Sport Vision. It has a runway length of 1095.0 and the ICAO location identifier EGBF.",Bedford Aerodrome has a runway length of 1095 and has served the Bedford Autodrome. The aerodrome has an operating organization that is called the MotorSport Vision. The ICAO location identifier for Bedford Aerodrome is EGBF.
Olga_Bondareva deathPlace Saint_Petersburg Saint_Petersburg leaderTitle Governor ,"Olga Bondareva died in Saint Petersburg, where the leader is the Governor.","Saint Petersburg, whose leader is known as the Governor, was the death place of Olga Bondareva."
Al_Asad_Airbase operatingOrganisation United_States_Air_Force United_States_Air_Force transportAircraft Boeing_C-17_Globemaster_III ,The United States Air Force is the operating organisation for Al Asad Airbase and they use the transport aircraft Boeing C-17 Globemaster III.,Al Asad Airbase is operated by the United States Air Force which has a Boeing C-17 Globemaster III transport aircraft.
Live_at_Roadburn_2008_(Year_of_No_Light_album) recordDate 2008-04-19 ,Live at Roadburn 2008 (Year of No Light album) was recorded on 2008-04-19.,"Year of No Light's ""Live at the Roadburn 2008"" album was recorded on April 19, 2008."
University_of_Cambridge viceChancellor Leszek_Borysiewicz ,Leszek Borysiewicz is the vice chancellor of the University of Cambridge.,The Vice Chancellor of the University of Cambridge is Leszek Borysiewicz.
Israel officialLanguage Modern_Hebrew ,Modern Hebrew is the official language of Israel.,The official language of Israel is modern Hebrew.
Aleksandr_Prudnikov birthDate 1989-02-24 Aleksandr_Prudnikov club FC_Terek_Grozny Aleksandr_Prudnikov currentclub FC_Amkar_Perm FC_Terek_Grozny ground Grozny Aleksandr_Prudnikov youthclub FC_Spartak_Moscow ,Aleksandr Prudnikov was born on 24 February 1989 and played for FC Spartak Moscow's youth team. He currently plays for FC Amkar Perm and his club is FC Terek Grozny which is based in Grozny.,"Aleksandr Prudnikov was born on February 24, 1989 and played for FC Spartak Moscow's youth team. He now plays for FC Terek Grozny, located in Grozny, and his current club is FC Amkar Perm."
Pontiac_Rageous assembly Michigan Pontiac_Rageous assembly Detroit Pontiac_Rageous bodyStyle Coupe ,"The Pontiac Rageous is a coupe assembled in Detroit, Michigan.","The Pontiac Rageous coupe was assembled in Detroit, Michigan."
Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva knownFor Bondareva–Shapley_theorem ,"Olga Bondareva, who studied at Leningrad State University, is known for the Bondareva-Shapley theorem.","Olga Bondareva studied at Leningrad State University, where she was known for the Bondareva-Shapley theorem."
Turn_Me_On_(album) genre Noise_rock ,Turn Me On (album) is a Noise rock album.,The genre of the Turn Me On album is noise rock.
1147_Stavropolis rotationPeriod 20378.5 ,1147 Stavropolis has a rotation period of 20378.5.,The asteroid 1147 Stavropolis has a rotation period of 20378.5.
John_Mills deathYear 2005 ,John Mills died in 2005.,John Mills died in 2005.
Andrzej_Piotr_Ruszczyński influencedBy Darinka_Dentcheva ,Andrzej Piotr Ruszczyński was influenced by Darinka Dentcheva.,Andrzej Piotr Ruszczyński is influenced by Darinka Dentcheva.
"Bananaman broadcastedBy BBC BBC city Broadcasting_House Bananaman firstAired ""1983-10-03"" Bananaman starring Bill_Oddie ",Bananaman was first aired on the BBC on 10/03/1983 and starred Bill Oddie. The BBC is located in Broadcasting House in London.,Bananaman first aired on 3rd October 1983 and was broadcast by the BBC based at Broadcasting House in London. One of the stars of the show was Bill Oddie.
1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis periapsis 260855000000.0 ,1147 Stavropolis has an epoch date of 31 July 2016 (JD2457600.5) and an apoapsis of 418476000000.0. Its periapsis is 260855000000.0.,The epoch of 1147 Stavropolis is 31 July 2016 (JD2457600.5). Its periapsis is 260855000000.0 and the apoapsis of the asteroid is 418476000000.0 A.U.
Grigory_Neujmin deathDate 1946-12-17 ,Grigory Neujmin died on 1946-12-17.,"Grigory Neujmin died on Dec 17, 1946."
1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discovered 1929-06-11 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis rotationPeriod 20378.5 ,"1147 Stavropolis was discovered by Grigory Neujmin on 11 June 1929. It has an epoch date of 31 July 2016 (JD2457600.5), an orbital period of 1249.6, an apoapsis of 418476000000.0, and an absolute magnitude of 11.5. It has a rotation period of 20378.5.","The asteroid 1147 Stavropolis was discovered, by Grigory Neujmin, on the 11th of June 1229. It has an apoapsis of 418476000000.0, an orbital period of 1249.6 days, an absolute magnitude of 11.5, a rotation period of 20378.5. It's epoch is 31 July 2016 (Julian Day 2457600.5)."
Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time ,Ciudad Ayala is located in Mexico and has a population density of 1604.0 people per square kilometre. It is 1147 metres above sea level and has a Pacific Daylight Time zone. The leader of the city is the Governator.,Ciudad Ayala is located in Mexico and has a population density of 1604. The city stands 1147 m above sea level. The Governator is the leader of Ciudad Ayala located in the Pacific Daylight time zone.
Super_Capers director Ray_Griggs_(director) Super_Capers gross 30955.0 Super_Capers starring Adam_West Super_Capers writer Ray_Griggs_(director) ,"Adam West stars in Super Capers, which was directed by Ray Griggs (writer) and directed by Ray Griggs (director). The film grossed 30955.0.","Super Capers made $30,955 and starred infamous actor, Adam West. It was written and directed by Ray Griggs."
"Akeem_Ayers debutTeam Tennessee_Titans Akeem_Ayers draftPick ""39"" ","Akeem Ayers, who was drafted 39, made his debut for the Tennessee Titans.",Akeem Ayers is draft pick 39 for debut team Tennessee Titans.
"Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva birthDate 1937-04-27 Olga_Bondareva birthName ""Olga Nikolaevna Bondareva"" Olga_Bondareva birthPlace Leningrad,_USSR Olga_Bondareva knownFor Bondareva–Shapley_theorem ","Olga Bondareva was born on 27 April 1937 in Leningrad, USSR. Her birth name was Olga Nikolaevna Bondareva and she attended the Leningrad State University. She is known for the Bondareva-Shapley theorem.","Olga Bondareva (born Olga Nikolaevna Bondareva, on April 27, 1937, in Leningrad, USSR) graduated from Leningrad State University and is known for Bondareva-Shapley theorem."
"Acharya_Institute_of_Technology academicStaffSize ""~500"" Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ","The Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The Institute is affiliated with the Visvesvaraya Technological University in Belgaum. The Institute was given the 'Technical Campus' status by the All India Council for Technical Education in Mumbai. The Institute's director is Dr. G. P. Prabhukumar and the academic staff is approximately 500.","The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The Institute, which is affiliated with Visvesvaraya Technological University in Belgaum, employs about 500 academic staff. The director is Dr. G. P. Prabhukumar. Acharya Institute of Technology was given the Technical Campus status by the All India Council for Technical Education, which is located in Mumbai."
Imagine_(John_Lennon_song) certification FIMI Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Imagine_(John_Lennon_song) musicalArtist John_Lennon Mermaid_(Train_song) producer Espionage_(production_team) ,The song Imagine by John Lennon was certified by FIMI. It was followed by Mermaid (Train song) which was produced by Espionage.,"Train followed Mermaid with Imagine is a song by musical artist John Lennon, which has a FIMI certification. It was produced by the production team Espionage."
France governmentType Unitary_state ,The government type of France is Unitary state.,France has a unitary state form of government.
"Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 Bedford_Aerodrome runwayName ""08/26"" Bedford_Aerodrome runwaySurfaceType Concrete ",Bedford Aerodrome is 83.2104 metres above sea level and has a runway named 08/26. The runway is made of concrete.,"The Bedford Aerodrome runway name is 08/26, and it is made of concrete. The aerodrome is 83.2104 metres above sea level."
Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) precededBy Let_It_Breed Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) runtime 35.1 ,The Honeymoon Killers are the producer of the album Turn Me On which has a runtime of 35.1. The album was preceded by Let It Breed and was performed by The Honeymoon Killers.,The self-produced album Turn Me On by the American band The Honeymoon Killers has a total runtime of 35 minutes 10 seconds and was preceded by the Let it Breed album.
Bionico country Mexico Bionico course Dessert Bionico region Guadalajara ,"Bionico is a dessert found in Guadalajara, Mexico.","The dessert called Bionico can be found in Guadalajara, Mexico."
Max_Benedict deathPlace London It's_Great_to_Be_Young_(1956_film) editing Max_Benedict It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker ,"Max Benedict, who died in London, edited the 1956 film It's Great to Be Young. John Mills and Cecil Parker starred in the film.",It’s Great to Be Young was a movie edited by Max Benedict. It stars John Mills and Cecil Parker and it was released in 1956. Max Benedict passed away in London.
The_Honeymoon_Killers_(American_band) genre Noise_rock ,The Honeymoon Killers (American band) is a Noise rock band.,The genre of the Honeymoon Killers is noise rock.
McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) ,Harry Carey (actor born 1878) is a director of McVeagh of the South Seas.,Harry Carey was an actor born in 1878 and was the director of 'McVeagh of the South Seas'
English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears writer Anatole_de_Grunwald ,English Without Tears was produced by Anatole de Grunwald and written by him. The cinematographer was Bernard Knowles and the editor was Alan Jaggs. The music was composed by Nicholas Brodszky.,"The music for the movie ""English Without Tears"" was composed by Nicholas Brodszky, whereas the movie was edited by Alan Jaggs, produced and written by Anatole de Grunwald, while Bernard Knowles did the cinematography."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall completionDate 2009-06-01 Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business ","Alan B Miller Hall, located at 101 Ukrop Way, was designed by Robert A M Stern and was completed on 1 June 2009. The building was started on 30 March 2007 and is currently occupied by the Mason School of Business, which is located in the United States.","The construction of Alan B. Miller Hall lasted from March 30th, 2007 to June 1st, 2009. Robert A. M. Stern designed the building. Alan B. Miller Hall is located at 101 Ukrop Way, and the current tenant is the Mason School of Business, which is located in the United States."
Piotr_Hallmann weight 70.308 ,Piotr Hallmann weighs 70.308 kg.,Piotr Hallmann’s weight is 70.308 kg.
Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) recordLabel E-Vinyl Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 Nord_(Year_of_No_Light_album) runtime 58.41 ,The album Nord was released by E-Vinyl and Crucial Blast on 6 September 2006. It has a runtime of 58.41 and was released by the band Year of No Light.,"The Year of No Light, 58.41 minute E-Vinyl album, Nord was released on the Crucial Blast label on 2006-09-06."
Saint_Petersburg areaTotal 1439.0 Olga_Bondareva deathPlace Saint_Petersburg ,"Olga Bondareva died in Saint Petersburg, which has a total area of 1439.0.","Olga Bondareva died in Saint Petersburg, a town which has an area of 1439 km2."
Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology sportsOffered Tennis ,The Acharya Institute of Technology in Bangalore is affiliated with the Visvesvaraya Technological University and offers tennis as a sport.,"The Acharya Institute of Technology in Bangalore, is affiliated with the Visvesvaraya Technological University and offers tennis as a sport option."
Universal_Music_Group keyPerson Lucian_Grainge Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Polydor_Records Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Universal_Music_Group Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States ,"The record label Polydor Records is the record label for Bootleg Series Volume 1: The Quine Tapes. The album was recorded in the United States and is distributed by Universal Music Group, where Lucian Grainge is a key person.",The Bootleg Series Volume I: The Quine Tapes was released by the record label Polydor Records under the Universal Music Group record label in the United States. A key individual in the Universal Music Group is Lucian Grainge.
"ENAIRE city Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0 Adolfo_Suárez_Madrid–Barajas_Airport runwayName ""14L/32R"" ",Adolfo Suárez Madrid–Barajas Airport is located in Alcobendas and operated by ENAIRE in Madrid. The runway name is 14L/32R and it has a length of 3500.0.,"Adolfo Suarez Madrid-Barajas Airport in Alcobendas is operated by ENAIRE, which is based in Madrid. The airport's runway length is 3500 and the runway name is 14L/32R."
Tom_Sizemore spouse Maeve_Quinlan ,Tom Sizemore's spouse is Maeve Quinlan.,Tom Sizemore is married to Maeve Quinlan.
"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland Adams_County,_Pennsylvania hasToItsWest Franklin_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania"" ","The 11th Mississippi Infantry Monument is located in Gettysburg, Adams County, Pennsylvania. It was established in 2000 and is categorised as a contributing property. Adams County is located to the southeast of Carroll County, Maryland and to the west of Franklin County, Pennsylvania.","Erected in 2000, the 11th Mississippi Infantry Monument is located in the municipality of Gettysburg in Adams County, Pennsylvania. Franklin County lies to the west of this contributing property, with Carroll County, Maryland to the southeast."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia ","Alan B Miller Hall is located at 101 Ukrop Way, Virginia. The Hall was designed by Robert A M Stern and construction began on 30 March 2007. The Hall was completed on 1 June 2009 and the current tenants are the Mason School of Business.","Robert A M Stern is the architect responsible for designing the Alan B. Miller Hall at 101 Ukrop Way in Virginia. Construction started on the building on the 30th of March, 2007 and was completed on the 1st of June, 2009. The Mason School of Business are the current occupants of the hall."
Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey ,"Nurhan Atasoy was born on 1934-01-01 and resides in Istanbul, Turkey.",Nurhan Atasoy was born on 1934-01-01 and currently resides and maintains citizenship in Turkey. He has a residence in Istanbul.
Nie_Haisheng birthPlace Zaoyang Nie_Haisheng birthPlace Hubei Nie_Haisheng mission Shenzhou_10 Nie_Haisheng mission Shenzhou_6 Nie_Haisheng nationality People's_Republic_of_China ,"Nie Haisheng was born in Zaoyang, Hubei, China. He was a member of the Shenzhou 6 and Shenzhou 10 missions.",Nie Haisheng was born in Zaoyang in Hubei. Haisheng was from the People's Republic of China and was a part of the Shenzhou 10 mission and also took part in the Shenzhou 6 mission.
Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 ,Agremiação Sportiva Arapiraquense have 17000 members and their ground is Estádio Municipal Coaracy da Mata Fonseca. They play in the Campeonato Brasileiro Série C league where Vila Nova Futebol Clube are the champions.,"Agremiação Sportiva Arapiraquense has 17000 members, plays at the ground of Estádio Municipal Coaracy da Mata Fonseca and plays in the Campeonato Brasileiro Série C league, which The Vila Nova Futebol Clube were champions of."
Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,"Expect a Miracle, produced by Brian Kelly (composer & pianist), is an instrumental album that followed Pools of Light and was followed by Afterplay.","Expect a Miracle is an instrumental music album followed by the album Afterplay. It was produced by Brian Kelly, and was preceded by his album Pools of Light."
Imagine_(John_Lennon_song) followedBy Happy_Xmas_(War_Is_Over) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Imagine_(John_Lennon_song) musicalArtist John_Lennon Mermaid_(Train_song) musicalBand Train_(band) ,"John Lennon is the musical artist of the song Imagine, which was followed by Happy Xmas (War Is Over). The song Mermaid, performed by the band Train, was followed by Imagine.",The song Imagine by John Lennon followed Mermaid is by the musical band Train. The song Imagine was followed by the release of the song Happy Xmas (War Is Over).
