eids,input,prediction,actual,generation
Id13,Serie_A country Italy, Чемпионат Италии по футболу проходит в Италии. ,['Чемпионат Италии по футболу базируется в Италии.'],"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Serie_A country Italy [/TRIPLE] [ANW] Чемпионат Италии по футболу проходит в Италии. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW]"
Id71,Gene_Colan award Eisner_Award, Джин Колан получил премию Айснера. ,"['Джин Колан получил премию Айснера.', 'Джин Колан получил премию Айснера.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Gene_Colan award Eisner_Award [/TRIPLE] [ANW] Джин Колан получил премию Айснера. [/ANW] 1. 2019-07-10 12:00:00. 2. 2019-07-10 12:00:00. 3. 2019-07-10 12:00:00. 4. 2019-07-10 12:00:00. [/ANW] 1. 2019-07-10 12:00:00. 2. 2019-07-10 12:00:00. 3. 2019-07-10 12:00:00. 4. 2019-07-10 12:00:00. [/ANW] 1. 2019-07-10 12:00:00. 2. 2019-07-10 12:00:00. 3. 2019-07-10 12:00:00. 4. 2019-07-10 12:00:00. [/ANW] 1. 2019-07-10 12:00:00. 2. 2019-07-10 12:00:00. 3. 2019-07-10 12:00:00. 4. 2019-07-10 12:00:00. [/ANW] 1. 2019-07-10 12:00:00. 2."
Id54,"William_Anders birthDate ""1933-10-17"" William_Anders birthPlace British_Hong_Kong William_Anders dateOfRetirement ""1969-09-01""", Уильям Андерс родился в Британском Гонконге 17 октября 1933 года и вышел в отставку 1 сентября 1969 года. ,"['Уильям Андерс вышел в отставку 1 сентября 1969 года, родившись 17 октября 1933 года в Британском Гонконге.', 'Уильям Андерс, родившийся в Британском Гонконге 17 октября 1933 года, ушёл в отставку 01.09.1969.', 'Уильям Андерс, родившийся в Британском Гонконге 17 октября 1933 года, ушел на пенсию 1 сентября 1969 года.', 'Уильям Андерс родился 17.10.1933 в Британском Гонконге и вышел на пенсию в 01.09.1969.', 'Уильям Андерс (родился 17.10.1933 в Британском Гонконге) вышел на пенсию 01.09.1969.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] William_Anders birthDate ""1933-10-17"" William_Anders birthPlace British_Hong_Kong William_Anders dateOfRetirement ""1969-09-01"" [/TRIPLE] [ANW] Уильям Андерс родился в Британском Гонконге 17 октября 1933 года и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-1933 - дата рождения Уильяма Андерса, который родился в Британском Гонконге и вышел в отставку 1 сентября 1969 года. [/ANW] 17-10-"
Id147,Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C, Агремиасан Спортива Арапиракенсе (Бразилия) насчитывает 17000 членов и играет в Чемпионате Бразилии по футболу Серии С в 2015 году. ,"['АСА были в Чемпионате Бразилии по футболу в Серии С в 2015 году, и они имеют 17000 членов.', 'ФК ""АСА"" насчитывает 17000 членов, и они участвовали в Чемпионате Бразилии по футболу, Серия С в 2015 году.', 'АСА насчитывают 17000 членов и были в Чемпионате Бразилии по футболу в Серии С в 2015 году.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C [/TRIPLE] [ANW] Агремиасан Спортива Арапиракенсе (Бразилия) насчитывает 17000 членов и играет в Чемпионате Бразилии по футболу Серии С в 2015 году. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/"
Id101,ACF_Fiorentina numberOfMembers 47290 ACF_Fiorentina season 2014," ФК ""Фиорентина"" насчитывает 47290 членов и играл в сезоне 2014 года. ","['Фиорентина насчитывает 47290 членов, команда принимала участие в сезоне 2014 года.', 'Фиорентина насчитывает 47290 членов, и они соревновались в сезоне в 2014 году.', 'ФК «Фиорентина» соревновался в сезоне 2014 года, и в нем 47290 членов.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] ACF_Fiorentina numberOfMembers 47290 ACF_Fiorentina season 2014 [/TRIPLE] [ANW] ФК ""Фиорентина"" насчитывает 47290 членов и играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. ФК ""Фиорентина"" насчитывает 47290 членов. 2. ФК ""Фиорентина"" играл в сезоне 2014 года. [/ANW] 1. Ф"
Id17,Serie_A champions Juventus_F.C. A.S._Roma ground Stadio_Olimpico A.S._Roma league Serie_A A.S._Roma numberOfMembers 70634," ФК ""Ювентус"" - чемпионы Чемпионата Италии по футболу, в котором также играет ФК ""Рома"". ФК ""Рома"" имеет 70634 участника и играет на стадионе ""Олимпийский"". ","['ФК ""Ювентус"" и ФК ""Рома"" - бывшие чемпионы Серии А Чемпионата Италии по Футболу. ФК ""Рома"" имеет 70634 участника и её штаб - Олимпийский стадион.', 'Домашней площадкой ФК ""Рома"" является Олимпийский стадион и у них 70634 участника. Они играют в Серии А Чемпионата Италии по футболу, предыдущим чемпионом которой был ФК ""Ювентус"".', 'ФК ""Ювентус"" - чемпионы Серии А Чемпионата Италии по футболу, в которой также играет и ФК ""Рома"". Домашней площадкой ФК ""Рома"" является Олимпийский стадион и у них 70634 участника.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Serie_A champions Juventus_F.C. A.S._Roma ground Stadio_Olimpico A.S._Roma league Serie_A A.S._Roma numberOfMembers 70634 [/TRIPLE] [ANW] ФК ""Ювентус"" - чемпионы Чемпионата Италии по футболу, в котором также играет ФК ""Рома"". ФК ""Рома"" имеет 70634 участника и играет на стадионе ""Олимпийский"". [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]"
Id49,Uttar_Pradesh isPartOf Awadh Uttar_Pradesh isPartOf Bundelkhand Agra_Airport location Uttar_Pradesh," Аэропорт Агра расположен в штате Уттар-Прадеш, который является частью Аудха и Бунделкханда. ","['Аэропорт Агра расположен в штате Уттар-Прадеш, который находится в областях Ауд и Бунделкханд.', 'Аэропорт Агра расположен в штате Уттар-Прадеш, который состоит из нескольких частей, две из которых - Ауд и Бунделкханд.', 'Аэропорт Агра расположен в штате Уттар-Прадеш, который является частью областей Ауд и Бунделкханд.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Uttar_Pradesh isPartOf Awadh Uttar_Pradesh isPartOf Bundelkhand Agra_Airport location Uttar_Pradesh [/TRIPLE] [ANW] Аэропорт Агра расположен в штате Уттар-Прадеш, который является частью Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкханда. [/ANW] 1. Аэропорт Агра расположен в штате Уттар-Прадеш. 2. Уттар-Прадеш - часть Аудха и Бунделкхан"
Id93,"Allama_Iqbal_International_Airport location Punjab,_Pakistan Allama_Iqbal_International_Airport runwayLength 3310.0"," Аэропорт «Лахор» расположен в Пенджабе, Пакистан, и имеет длину взлетно-посадочной полосы 3310,0. ","['Международный аэропорт «Лахор» имеет длину взлетно-посадочной полосы в 3310,0 и находится в Пенджабе, Пакистан.', 'Международный аэропорт «Лахор» расположен в Пенджабе (Пакистан); длина взлетно-посадочной полосы составляет 3 310 человек.', 'Международный аэропорт «Лахор», расположенный в Пенджабе, Пакистан, имеет длину взлетно-посадочной полосы в 3310,0.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Allama_Iqbal_International_Airport location Punjab,_Pakistan Allama_Iqbal_International_Airport runwayLength 3310.0 [/TRIPLE] [ANW] Аэропорт «Лахор» расположен в Пенджабе, Пакистан, и имеет длину взлетно-посадочной полосы 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 3310,0. [/ANW] 1. Аэропорт Лахор расположен в Пенджабе, Пакистан. 2. Длина взлетно-посадочной полосы аэропорта Лахор составляет 33"
Id24,"Azerbaijan capital Baku Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Azerbaijan leader Artur_Rasizade Azerbaijan leaderTitle Prime_Minister_of_Azerbaijan Baku_Turkish_Martyrs'_Memorial location Azerbaijan"," Мемориал памяти турецких мучеников в Баку, посвященный солдатам Османской армии, погибшим в битве за Баку, находится в Азербайджане, где Артур Таир оглы Расизаде - премьер-министр. ","['Лидером Азербайджана является премьер-министр и его зовут Артур Расизаде. Памятник турецким мученикам Баку, который посвящен солдатам Османской армии, погибшим в битве за Баку, находится в Азербайджане, столицей которого является Баку.', 'Артур Таир оглы Расизаде - Премьер-министр, глава Азербайджана. Столицей является Баку, где находится Мемориал памяти турецких солдат. Он посвящен солдатам Османской армии, погибшим в битве за Баку.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Azerbaijan capital Baku Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Azerbaijan leader Artur_Rasizade Azerbaijan leaderTitle Prime_Minister_of_Azerbaijan Baku_Turkish_Martyrs'_Memorial location Azerbaijan [/TRIPLE] [ANW] Мемориал памяти турецких мучеников в Баку, посвященный солдатам Османской армии, погибшим в битве за Баку, находится в Азербайджане, где Артур Таир оглы Расизаде - премьер-министр. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/"
Id91,Christian_Panucci club Genoa_C.F.C. Christian_Panucci club Italy_national_football_team A.S._Livorno_Calcio manager Christian_Panucci," ФК ""Ливорно"" находится под управлением Кристиана Пануччи, который играет за ФК ""Дженоа"" и сборную Италии по футболу. ","['ФК ""Ливорно"" находится под управлением Кристиана Пануччи, который играл в футбол в ФК ""Дженоа"" и в составе сборной Италии по футболу.', 'Кристиан Пануччи играет за Дженоа и сборную Италии, он также управляет Ливорно.', 'ФК Ливорно управляет Кристиан Пануччи, который играл за сборную Италии по футболу и прикреплен к клубу Дженоа.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Christian_Panucci club Genoa_C.F.C. Christian_Panucci club Italy_national_football_team A.S._Livorno_Calcio manager Christian_Panucci [/TRIPLE] [ANW] ФК ""Ливорно"" находится под управлением Кристиана Пануччи, который играет за ФК ""Дженоа"" и сборную Италии по футболу. [/ANW] 1. ФК ""Ливорно"" находится под управлением Кристиана Пануччи. 2. Кристиан Пануччи играет за ФК ""Дженоа"". 3. Кристиан Пануччи играет за сборную Италии по футболу. [/ANW] 1. ФК ""Ливорно"" находится под управлением Кристиана Пануччи. 2. Кристиан Пануччи играет за ФК ""Дженоа"". 3. Кристиан Пануччи играет за сборную Италии по футболу. [/ANW] 1. ФК ""Ливорно"" находится под управлением Кристиана Пануччи. 2. Кристиан Пануччи играет за ФК ""Дженоа"". 3. Кристиан Пануччи играет за сборную Италии по футболу. [/ANW] 1. ФК ""Ливорно"" находится под управлением Кристиана Пануччи. 2. Кристиан Пануччи играет за ФК ""Дженоа"". 3. Кристиан Пануччи играет за сборную Италии по футболу. [/ANW] 1. ФК ""Ливорно"" находится под управлением Кристиана Пануччи. 2. Кристиан Пануччи играет за ФК ""Дженоа"". 3. Кристиан Пануччи играет за сборную Италии по футболу. [/ANW] 1. ФК ""Ливорно"" находится под управлением Кристиана Пануччи. 2. Кристиан Пануччи играет за ФК ""Дженоа"". 3. Кристиан Пануччи играет за сборную Италии по футболу. [/ANW] 1. ФК """
Id113,Bandeja_paisa ingredient Kidney_bean, Фасоль - это ингредиент в бандеха паиса. ,"['Фасоль - ингредиент бандеха паиса.', 'Фасоль является ингредиентом бандеха паиса.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Bandeja_paisa ingredient Kidney_bean [/TRIPLE] [ANW] Фасоль - это ингредиент в бандеха паиса. [/ANW] 1. Фасоль - это ингредиент в бандеха паиса. [/ANW] 2. Бандеха паиса содержит фасоль. [/ANW] 3. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 4. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 5. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 6. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 7. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 8. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 9. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 10. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 11. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 12. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 13. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 14. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 15. Фасоль - это ингредиент в блюде бандеха паиса. [/ANW] 16. Фасоль - это"
Id5,Luciano_Spalletti club Empoli_F.C. Luciano_Spalletti club Virtus_Entella A.S._Roma manager Luciano_Spalletti," Лучано Спаллетти был менеджером ФК ""Рома"" и играл за ФК ""Эмполи"" и ФК ""Виртус Энтелла"". ","['Лучано Спаллетти играл за ""Эмполи"" и ""Виртус Энтелла"". Он также был менеджером ""Ромы"".', 'Лучано Спаллетти является менеджером ФК ""Рома"" и играет за ФК ""Эмполи"", а также за ""Виртус Энтелла"".', 'Лучано Спаллетти играет за ФК ""Эмполи"" и ""Виртус Энтелла"", одновременно управляя ФК “Рома”.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Luciano_Spalletti club Empoli_F.C. Luciano_Spalletti club Virtus_Entella A.S._Roma manager Luciano_Spalletti [/TRIPLE] [ANW] Лучано Спаллетти был менеджером ФК ""Рома"" и играл за ФК ""Эмполи"" и ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3. Он играл за ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3. Он играл за ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3. Он играл за ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3. Он играл за ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3. Он играл за ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3. Он играл за ФК ""Виртус Энтелла"". [/ANW] 1. Лучано Спаллетти был менеджером ФК ""Рома"". 2. Он играл за ФК ""Эмполи"". 3."
Id135,Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Frangipane Derbyshire_Dales isPartOf Derbyshire Bakewell_pudding region Derbyshire_Dales," Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир, и является разновидностью тарта Бейквелл, который содержит франжипан. ","['Пудинг Бейквелл происходит из региона Дербишир-Дейлс, часть Дербишира. Его разновидность - тарт Бейквелл, но в нем в качестве ингредиента используется франжипан.', 'Пудинг (или тарт) Бейквелл берет свое начало из Дербишир-Дейлс, Дербишир. В его составе есть франжипан.', 'В состав тарта Бейквелл, разновидности пудинга Бейквелл, появившегося в Дербишир-Дейлс, Дербишир, входит франжипан.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Frangipane Derbyshire_Dales isPartOf Derbyshire Bakewell_pudding region Derbyshire_Dales [/TRIPLE] [ANW] Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир, и является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир. 2. Он является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир. 2. Он является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир. 2. Он является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир. 2. Он является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир. 2. Он является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейквелл родом из Дербишир-Дейлс, Дербишир. 2. Он является разновидностью тарта Бейквелл, который содержит франжипан. [/ANW] 1. Пудинг Бейк"
Id16,"Serie_A champions Juventus_F.C. A.S._Roma ground ""Rome, Italy"" A.S._Roma league Serie_A A.S._Roma numberOfMembers 70634"," ФК ""Ювентус"" - чемпионы Чемпионата Италии по футболу, в котором также играет ФК ""Рома"". ФК ""Рома"" имеет 70634 участника и базируется в Риме, Италия. ","['ФК ""Рома"" играет в Серии А Чемпионата Италии по футболу, которые имеют ФК ""Ювентус"" в качестве предыдущих чемпионов. Домашняя площадка ФК ""Рома"" находится в Риме, Италия и они имеют 70634 участника.', 'Домашняя площадка ФК ""Рома"" находится в Риме, Италия и у них 70634 участника. Они играют в Серии А Чемпионата Италии по футболу, которая имеет ФК ""Ювентус""в качестве бывших чемпионов.', 'ФК ""Рома"" из Рима, Италия, имеет 70634 участника и играет в Серии А Чемпионата Италии по футболу, где ФК ""Ювентус"" - чемпионы.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Serie_A champions Juventus_F.C. A.S._Roma ground ""Rome, Italy"" A.S._Roma league Serie_A A.S._Roma numberOfMembers 70634 [/TRIPLE] [ANW] ФК ""Ювентус"" - чемпионы Чемпионата Италии по футболу, в котором также играет ФК ""Рома"". ФК ""Рома"" имеет 70634 участника и базируется в Риме, Италия. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/AN"
Id104,Bacon_Explosion ingredient Bacon Bacon_Explosion region Kansas_City_metropolitan_area," Бекон – ингредиент ""Беконного взрыва"", который родом из столичного района Канзас-Сити. ","['""Беконный взрыв"" родом из столичного района Канзас-Сити и содержит бекон.', 'Бекон - ингредиент ""Беконного взрыва"", который произошел из столичного района Канзаса.', 'Бекон - это ингредиент в ""беконном взрыве"", который является блюдом из столичного региона Канзас.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Bacon_Explosion ingredient Bacon Bacon_Explosion region Kansas_City_metropolitan_area [/TRIPLE] [ANW] Бекон – ингредиент ""Беконного взрыва"", который родом из столичного района Канзас-Сити. [/ANW] 1.0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
