eid,size,dataset_type,category,shape_type,data_unit,sentence
Id199,1,ge,Airport,,"Atlantic_City_International_Airport runwayName ""4/22""",Der internationale Flughafen Atlantic City hat die Start- und Landebahn 4 / 22. 
Id55,5,ge,University,,School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University city Aarhus School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University numberOfStudents 16000,Die School of Business and Social Sciences an der Aarhus Universität in Dänemark ist mit dem Europäischen Hochschulverband verbunden und hat ein Personal-Kompliment von 737. 16000 Schüler besuchen derzeit die Hochschule. 
Id68,3,ge,Building,,"3Arena architect ""HOK SVE"" 3Arena completionDate ""December 2008"" 3Arena location North_Wall,_Dublin","Hok SVE war der Architekt der 3Arena, fertiggestellt im Dezember 2008 und befindet sich am Nordwall, Dublin. "
Id19,1,ge,SportsTeam,,A.C._Chievo_Verona numberOfMembers 39371,A.C. Chievo Verona hat 39371 Mitglieder. 
Id22,4,ge,ComicsCharacter,,"Bolt_(comicsCharacter) alternativeName ""Larry Bolatinsky"" Bolt_(comicsCharacter) creator Paris_Cullins Bolt_(comicsCharacter) creator Ernie_Colón Ernie_Colón nationality Puerto_Ricans","Bolt ist ein komischer Charakter, der sonst als Larry Bolatinsky bekannt ist. Er wurde von Paris Cullins und Ernie Colon (National von Puerto Rico) gegründet. "
Id218,4,ge,Food,,"Bhajji alternativeName ""Bhaji, bajji"" Bhajji country India Bhajji ingredient Gram_flour Bhajji region Karnataka","Gramm Mehl ist eine Zutat von Bhajji, manchmal bekannt als Bhaji oder bajji. Bhajji befindet sich in der Region Karnataka in Indien. "
Id3,1,ge,ComicsCharacter,,Airman_(comicsCharacter) creator Harry_Sahle,Die Comicfigur Airman wurde von Harry Sahle ins Leben gerufen. 
Id39,2,ge,Astronaut,,"William_Anders almaMater ""AFIT, M.S. 1962"" William_Anders birthDate ""1933-10-17""",William Anders wurde 1933-10-17 geboren und erhielt eine MS von AFIT. 
Id179,3,ge,Building,,New_York_City isPartOf Manhattan New_York_City isPartOf New_Netherland Asser_Levy_Public_Baths location New_York_City,"Manhattan ist Teil von New York City, das Teil von New Netherland war, und ist der Standort der Asser Levy Public Bäder. "
Id27,2,ge,Monument,,England capital London Dead_Man's_Plack location England,"The Dead Man 's Plack is located in England, the capital of which is London. "
Id36,2,ge,SportsTeam,,Michele_Marcolini club F.C._Bari_1908 A.C._Lumezzane manager Michele_Marcolini,"Michele Marcolini verwaltet den A.C. Lumezzane, er spielte für F.C. Bari 1908. "
Id13,3,ge,Airport,,"Aarhus_Airport operatingOrganisation ""Aarhus Lufthavn A/S"" Aarhus_Airport runwayLength 2777.0 Aarhus_Airport runwayName ""10L/28R""","Der Flughafen Aarhus hat eine Fahrbahnlänge von 2777,0 Metern und wird von Aarhus Lufthavn A / S betrieben. Der Name der Piste ist 10L / 28R. "
Id131,2,ge,SportsTeam,,John_van_den_Brom club AFC_Ajax AZ_Alkmaar manager John_van_den_Brom,John van den Brom verwaltet die AZ Alkmaair und spielt für den AFC Ajax. 
Id113,2,ge,Food,,Bacon_sandwich country United_Kingdom Bacon_sandwich ingredient Brown_sauce,Ein Speck-Sandwich mit brauner Soße ist in Großbritannien beliebt. 
Id205,1,ge,Airport,,Belgium officialLanguage German_language,Deutsch ist eine Amtssprache Belgiens. 
Id1,1,ge,Monument,,Atatürk_Monument_(İzmir) designer Pietro_Canonica,Das Atatürk-Denkmal (İzmir) wurde von Pietro Canonica entworfen. 
Id208,1,ge,Airport,,Curitiba isPartOf Paraná_(state),Curitiba ist Teil des Parana-Staates. 
Id214,1,ge,Food,,Malaysia capital Putrajaya,Putrajaya ist die Hauptstadt von Malaysia. 
Id59,5,ge,Building,,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen floorCount 23 AC_Hotel_Bella_Sky_Copenhagen numberOfRooms 814 AC_Hotel_Bella_Sky_Copenhagen owner Bella_Center AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,Das AC Hotel Bella Sky Copenhagen wurde vom Architekturbüro 3XN entworfen und verfügt über 814 Zimmer und 23 Etagen. Das Hotel befindet sich im Besitz von Bella Center und die aktuellen Mieter sind Marriott International. 
Id79,3,ge,Building,,"Marriott_International foundationPlace Washington,_D.C. AC_Hotel_Bella_Sky_Copenhagen location Denmark AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International","Marriott International, gegründet in Washington, D.C., ist der Mieter des AC Hotel Bella Sky in Kopenhagen, Dänemark. "
Id90,1,ge,Food,,Bakewell_pudding dishVariation Bakewell_tart,Eine Variante von Bakewell Pudding ist Bakewell tart. 
Id20,1,ge,Astronaut,,"Alan_Shepard timeInSpace ""13017.0""(minutes)",Alan Shepard 's Zeit im All ist 13017 Minuten. 
Id16,3,ge,Building,,11_Diagonal_Street architect Helmut_Jahn 11_Diagonal_Street completionDate 1983 11_Diagonal_Street floorCount 20,"Helmut Jan entwarf die 11 Diagonal Street, die 1983 fertiggestellt wurde und 20 Etagen hat. "
Id40,5,ge,Building,,"3Arena architect ""HOK SVE"" 3Arena buildingType ""Concert and events venue"" 3Arena completionDate ""December 2008"" 3Arena height 28.0 (metres) 3Arena location ""North Wall Quay""",Die 3Arena am North Wall Quay wurde von Architekten hok SVE entworfen. Es wurde im Dezember 2008 fertiggestellt und hat eine Höhe von 28 Metern. Die Arena veranstaltet Konzerte und Veranstaltungen. 
Id10,5,ge,ComicsCharacter,,Baymax creator Duncan_Rouleau Baymax creator Steven_T._Seagle Duncan_Rouleau nationality Americans Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Jamie_Chung,"Baymax ist ein Charakter, der von Steven T Seagle und dem Amerikaner Duncan Rouleau erschaffen wurde. Er erscheint in Big Hero 6, dass Stars Jamie Chung. "
Id233,1,ge,Airport,,Indian_Air_Force aircraftHelicopter HAL_Light_Combat_Helicopter,"Der HAL Light Combat Helicopter ist ein Helicopter, der von der indischen Luftwaffe eingesetzt wird. "
Id56,2,ge,ComicsCharacter,,Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Tom_Lyle,Der Comic-Charakter Blockbuster wurde von Gardner Fox und Tom Lyle erstellt. 
Id148,2,ge,Food,,Bakso country Indonesia Bakso ingredient Noodle,"Bakso ist ein Gericht mit Nudeln, aus Indonesien. "
Id122,1,ge,Food,,Barny_Cakes dishVariation Milk,Eine Gericht-Variante namens Barny Cakes ist die Verwendung von Milch im Rezept. 
Id43,2,ge,ComicsCharacter,,"Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Damon_Wayans,_Jr.","Big Hero 6, Hauptdarsteller Damon Wayans Jr., besitzt den Charakter Baymax. "
Id5,4,ge,SportsTeam,,"A.S._Gubbio_1910 fullname ""Associazione Sportiva Gubbio 1910 Srl"" A.S._Gubbio_1910 ground Italy A.S._Gubbio_1910 numberOfMembers 5300 A.S._Gubbio_1910 season 2014","Der vollständige Name des italienischen Clubs AS Gubbio 1910 ist ""Associazione Sportiva Gubbio 1910 Srl"". Sie haben in der Saison 2014 gespielt und sie haben 5300 Mitglieder. "
Id167,2,ge,SportsTeam,,Peter_Stöger club SK_Rapid_Wien 1._FC_Köln manager Peter_Stöger,"Peter Stöger, der Manager von 1. FC Köln, spielt für SK Rapid Wien. "
Id8,2,ge,Monument,,"11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument state ""Pennsylvania""",Das 11. Mississippi-Infanterie-Denkmal wurde im Jahr 2000 in Pennsylvania gegründet. 
Id16,4,ge,SportsTeam,,Serie_B champions Carpi_F.C._1909 A.C._Cesena ground Italy A.C._Cesena league Serie_B A.C._Cesena numberOfMembers 23900,"A.C. Cesena hat 23900 Mitglieder und ihr Boden befindet sich in Italien. Sie spielen in der Serie B-Liga, von denen Carpi FC 1909 frühere Meister sind. "
Id65,3,ge,Building,,"3Arena architect ""HOK SVE"" 3Arena completionDate ""December 2008"" 3Arena location ""East Link Bridge""",Hok sve hat die 3Arena im Dezember 2008 fertiggestellt und befindet sich an der East Link Bridge. 
Id31,1,ge,Astronaut,,British_Hong_Kong representative Chris_Patten,Chris Patten diente als Vertreter des britischen Hongkong. 
Id8,1,ge,Astronaut,,"Alan_Bean timeInSpace ""100305.0""(minutes)",Alan Bean verbringen insgesamt 100305 Minuten im All. 
Id183,5,ge,Airport,,"Adirondack_Regional_Airport cityServed Lake_Placid,_New_York Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Harrietstown,_New_York country United_States Saranac_Lake,_New_York isPartOf Harrietstown,_New_York Harrietstown,_New_York isPartOf New_York","Saranac Lake, New York is part of Harrietstown, New York in the United States and it is served by Adirondack Regional Airport. Dieser Flughafen dient auch der Stadt Lake Placid, New York. "
Id153,2,ge,SportsTeam,,Akron_Summit_Assault manager Denzil_Antonio Akron_Summit_Assault numberOfMembers 3000,"Akron Summit Assault, der 3000 Mitglieder hat, wurde von Denzil Antonio geleitet. "
Id46,3,ge,Building,,"250_Delaware_Avenue floorArea 30843.8 (square metres) 250_Delaware_Avenue floorCount 12 250_Delaware_Avenue location Buffalo,_New_York","250 Delaware Avenue, Buffalo, New York, hat 12 Etagen und eine Bodenfläche von 30843,8 Quadratmetern. "
Id95,3,ge,Airport,,"Wilson_Township,_Alpena_County,_Michigan country United_States Alpena_County_Regional_Airport location Wilson_Township,_Alpena_County,_Michigan Alpena_County_Regional_Airport runwayLength 2744.0","Alpena County Regional Airport befindet sich in Wilson Township, Alpena County, Michigan, USA und ist 2744 Meter lang. "
Id44,2,ge,Food,,Arrabbiata_sauce ingredient Tomato Arrabbiata_sauce region Rome,"Tomate ist eine Zutat in arrabbiata Sauce, die ein traditionelles Gericht aus Rom ist. "
Id118,1,ge,Airport,,"Amsterdam_Airport_Schiphol runwayName ""04/22 'Oostbaan'""",Der Flughafen Amsterdam Schiphol ist 04 / 22 Ooostbaan. 
Id27,2,ge,Monument,,England capital London Dead_Man's_Plack location England,"The Dead Man 's Plack is in London, England. "
Id1,3,ge,ComicsCharacter,,Auron_(comicsCharacter) creator Karl_Kesel Auron_(comicsCharacter) creator Walt_Simonson Karl_Kesel nationality Americans,Die Comicfigur Auron wurde von Walt Simonson und dem Amerikaner Karl Kesel ins Leben gerufen. 
Id100,2,ge,SportsTeam,,Paulo_Sousa club Portugal_national_football_team ACF_Fiorentina manager Paulo_Sousa,Paulo Sousa ist der Manager des ACF Fiorentina und Mitglied des Portugal National Football Teams. 
Id75,2,ge,ComicsCharacter,,Black_Pirate creator Sheldon_Moldoff Sheldon_Moldoff nationality Americans,"Sheldon Moldoff ist ein Amerikaner, der die Black Pirate erschaffen hat. "
Id26,1,ge,Building,,Republic_of_Ireland language English_language,Irland Amtssprache ist irisches Englisch. 
Id186,1,ge,Building,,Japan ethnicGroup Koreans_in_Japan,Japan hat eine ethnische Gruppe von Koreanern. 
Id36,3,ge,Monument,,Turkey capital Ankara Turkey largestCity Istanbul Atatürk_Monument_(İzmir) location Turkey,"Das Atatürk-Denkmal befindet sich in der Türkei, wo die Hauptstadt Ankara und die größte Stadt Istanbul ist. "
Id239,2,ge,Food,,Bionico course Dessert Bionico ingredient Condensed_milk,"Bionico, das verdichtete Milch enthält, ist ein Gericht, das zum Dessert serviert wird. "
Id7,2,ge,Airport,,"Aarhus_Airport operatingOrganisation Aktieselskab Aarhus_Airport runwayName ""10L/28R""",Der Flughafen Aarhus wird von der Aktieselkab-Organisation betrieben und die Start- und Landebahn ist 10L / 28R. 
Id150,3,ge,SportsTeam,,Italy capital Rome A.S._Gubbio_1910 ground Italy Italy leader Pietro_Grasso,"Der Boden von A.S. Gubbio 1910 befindet sich in Italien, wo Pietro Grasso der Führer und die Hauptstadt Rom ist. "
Id200,1,ge,Airport,,"Atlantic_City_International_Airport runwaySurfaceType ""Asphalt/Concrete""",Die Start- und Landebahn des Atlantic City International Airport besteht aus Asphalt und Concrete. 
Id79,3,ge,SportsTeam,,"A.S._Gubbio_1910 fullname ""Associazione Sportiva Gubbio 1910 Srl"" A.S._Gubbio_1910 numberOfMembers 5300 A.S._Gubbio_1910 season 2014–15_Lega_Pro",Der vollständige Name von A.S. Gubbio 1910 ist Associazione Sportiva Gubbio 1910 Srl. Es war ein Teil der 2014-15 Lega Pro Saison und hat 5300 Mitglieder. 
Id17,3,ge,SportsTeam,,Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C,Agremiacao Sportiva Arapiraquense Boden ist das Estadio Minicipal Coaracy da Mata Fonseca und sie spielen in der Campeonato Brasileiro série C Liga. Die Serie C Meister wurde Vila Nova Futebol Clube. 
Id72,1,ge,Airport,,"Al_Asad_Airbase runwayName ""09R/27L""",Al Asad Airbase hat den Fahrbahnnamen 09R / 27l. 
Id30,1,ge,Astronaut,,Apollo_8 crewMembers Frank_Borman,Apollo 8 Besatzungsmitglieder waren Frank Borman. 
Id5,5,ge,SportsTeam,,Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense manager Vica Agremiação_Sportiva_Arapiraquense numberOfMembers 17000,"Die Vila Nova Futebol Clube wurden Meister im Campeonato Brasileiro série C. in Brasilien. Agremiação Sportiva Arapiraquense, die auch in der Liga spielen, haben 17000 Mitglieder und werden von vica verwaltet. "
Id114,4,ge,SportsTeam,,"St._Vincent–St._Mary_High_School city Akron,_Ohio Akron,_Ohio country United_States Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio isPartOf Summit_County,_Ohio","St. Vincent-St Mary High School, Akron, Summit County, Ohio, USA ist der Boden von Akron Summit Assault. "
Id38,2,ge,University,,School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University numberOfStudents 16000,Die School of Business and Social Sciences an der Universität Aarhus hat 16.000 Studenten und ist mit dem Europäischen Hochschulverband verbunden. 
Id48,1,ge,ComicsCharacter,,Big_Hero_6_(film) starring Ryan_Potter,"Der Film, Big Hero 6, Stars Ryan Potter. "
Id239,1,ge,SportsTeam,,"St._Vincent–St._Mary_High_School city Akron,_Ohio","St. Vincent-St. Mary High School befindet sich in der Stadt Akron, Ohio. "
Id157,2,ge,SportsTeam,,Italy demonym Italians A.S._Gubbio_1910 ground Italy,"Der Boden von A.S. Gubbio 1910 befindet sich in Italien, wo die Menschen, die dort leben, Italiener genannt werden. "
Id53,2,ge,ComicsCharacter,,Sheldon_Moldoff award Inkpot_Award Black_Pirate creator Sheldon_Moldoff,"Sheldon Moldoff, Schöpfer der Black Pirate, hat den Inkpot Award gewonnen. "
Id5,4,ge,SportsTeam,,Jens_Härtel club 1._FC_Lokomotive_Leipzig Jens_Härtel club SV_Babelsberg_03 Jens_Härtel club FSV_Zwickau 1._FC_Magdeburg manager Jens_Härtel,Jens Hartel spielt für 1.FC lokomotive Leipzig und für den SV Babelsberg 03. Er ist Mitglied im Verein des FSV Zwickau und der Manager des FC Magdeburg. 
Id26,1,ge,Monument,,Dead_Man's_Plack material Rock_(geology),Papa Man 's Plack ist aus Rock. 
Id41,3,ge,ComicsCharacter,,Big_Hero_6_(film) distributor Walt_Disney_Studios_Motion_Pictures Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Maya_Rudolph,Big Hero 6 wird von Walt Disney Studios Motion Pictures vertrieben und hat Baymax als Charakter und Stars Maya Rudolph. 
Id138,2,ge,Airport,,"Antwerp_International_Airport operatingOrganisation ""Flemish department of Mobility and Public Works"" Antwerp_International_Airport runwayLength 600.0","Das flämische Ministerium für Mobilität und öffentliche Arbeiten ist der Betreiber des internationalen Flughafens Antwerpen, der eine Fahrbahnlänge von 600,0 hat. "
Id63,4,ge,Building,,"320_South_Boston_Building completionDate 1929 320_South_Boston_Building floorCount 22 320_South_Boston_Building formerName ""Exchange National Bank Building"" 320_South_Boston_Building height 121.92 (metres)","Das 320 South Boston Building wurde früher als Exchange National Bank Building bezeichnet und wurde 1929 fertiggestellt. Das Gebäude hat eine Höhe von 121,92 Metern und hat 22 Etagen. "
Id5,4,ge,Building,,"103_Colmore_Row architect John_Madin John_Madin birthPlace Birmingham 103_Colmore_Row completionDate 1976 103_Colmore_Row location ""Colmore Row, Birmingham, England""","103 Colmore Row, in Birmingham, England, wurde von dem Architekten John Madin entworfen, der in Birmingham geboren wurde; es wurde 1976 fertiggestellt. "
Id18,2,ge,University,,"Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000",Das Acharya Institute of Technology of India wurde im Jahr 2000 gegründet. 
Id101,4,ge,Food,,Bacon_sandwich country United_Kingdom Bacon_sandwich dishVariation BLT BLT dishVariation Club_sandwich Bacon_sandwich ingredient Condiment,"Das BLT ist ein Speck-Sandwich, eine Variante des Club Sandwich. Das Speck-Sandwich verwendet Klimaanlagen und stammt aus dem Vereinigten Königreich. "
Id121,4,ge,Food,,Baked_Alaska country United_States Baked_Alaska course Dessert Dessert dishVariation Sandesh_(confectionery) United_States ethnicGroup Native_Americans_in_the_United_States,Gebacken Alaska ist ein Gericht aus den USA und Sandesh ist ein Dessert. Die gebürtigen Amerikaner in den USA sind eine der ethnischen Gruppen des Landes. 
Id16,5,ge,Airport,,"Abilene_Regional_Airport cityServed Abilene,_Texas Abilene,_Texas country United_States Abilene,_Texas isPartOf Texas Abilene,_Texas isPartOf Jones_County,_Texas Abilene_Regional_Airport runwayLength 1121.0","Der Regionalflughafen Abilene hat eine Fahrbahnlänge von 1121,0 und dient der Stadt Abilene, Jones County, Texas, USA. "
Id143,1,ge,SportsTeam,,Christian_Panucci club A.S._Roma,Christian Panucci spielt bei der A.S. Roma. 
Id25,7,ge,University,,"Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology numberOfPostgraduateStudents 700 Acharya_Institute_of_Technology president ""B.M. Reddy"" Acharya_Institute_of_Technology state Karnataka","Das Acharya Institute of Technology (Präsident B M Reddy) wurde im Jahr 2000 gegründet und hat 700 postgraduierte Studenten. Der Campus befindet sich in Soldevanahalli, Acharya Dr. Sardampfalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, Karnataka, Indien. "
Id39,3,ge,University,,"Acharya_Institute_of_Technology city Bangalore Bangalore founder Kempe_Gowda_I Acharya_Institute_of_Technology president ""B.M. Reddy""",Der Präsident des Acharya Institute of Technology ist B.M. Reddy und die Universität befindet sich in Bangalore. Die Stadt wurde von KEMPE Gowda I geplündert. 
Id2,3,ge,University,,1_Decembrie_1918_University city Alba_Iulia 1_Decembrie_1918_University nickname Uab 1_Decembrie_1918_University state Alba,"Der Spitzname der 1 Decembrie 1918 Universität in Alba Iulia, Alba, ist UAB. "
Id1,2,ge,Astronaut,,"Alan_Bean almaMater ""UT Austin, B.S. 1955"" Alan_Bean birthDate ""1932-03-15""",Alan Bean (geboren am 1932-03-15) absolvierte 1955 den Abschluss von UT Austin. 
Id101,2,ge,Building,,Adisham_Hall completionDate 1931 Adisham_Hall location Sri_Lanka,Adisham Hall wurde 1931 fertiggestellt und befindet sich in Sri Lanka. 
Id23,1,ge,University,,"Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar""",Dr. G. P. Prabhukumar ist Direktor des Acharya Institute of Technology. 
Id54,1,ge,Airport,,Agra_Airport operatingOrganisation Airports_Authority_of_India,Agra Airport wird von der Airports Authority of India betrieben. 
Id3,1,ge,ComicsCharacter,,Airman_(comicsCharacter) creator Harry_Sahle,Die komische Buchfigur Airman wurde von Harry Sahle ins Leben gerufen. 
Id121,4,ge,Food,,Baked_Alaska country United_States Baked_Alaska course Dessert Dessert dishVariation Sandesh_(confectionery) United_States ethnicGroup Native_Americans_in_the_United_States,"Gebackenes Alaska ist ein Dessert wie Sandesh. Es ist in den USA, eine von deren einheimischen Gruppen sind die Indianer. "
Id3,5,ge,SportsTeam,,Michele_Marcolini club A.C._Chievo_Verona Michele_Marcolini club Vicenza_Calcio A.C._Lumezzane ground Italy Italy leader Pietro_Grasso A.C._Lumezzane manager Michele_Marcolini,"AC Lumezzane Boden ist in Italien und ihr Manager ist Michele Marcolini, der spielt für A.C. Chievo Verona und ist im Vicenza Calcio Club. Der Führer Italiens ist Pietro Grasso. "
Id137,4,ge,Airport,,"Appleton_International_Airport cityServed Appleton,_Wisconsin Greenville,_Wisconsin isPartOf Grand_Chute,_Wisconsin Greenville,_Wisconsin isPartOf Dale,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","Appleton International Airport (Appleton) is located in Greenville which is in Grand Chute and part of Dale, Wisconsin. "
Id303,4,ge,Food,,Batchoy country Philippines Philippines ethnicGroup Ilocano_people Philippines ethnicGroup Chinese_Filipino Philippines language Philippine_Spanish,"Die llocano Menschen und der chinesische Filipino sind ethnische Gruppen von den Philippinen, wo philippinische Spanisch gesprochen wird und batchoy ist ein traditionelles Gericht. "
Id285,3,ge,Food,,Batchoy country Philippines Philippines ethnicGroup Zamboangans Philippines language Philippine_English,"Batchoy wird auf den Philippinen gegessen, wo es eine ethnische Gruppe namens Zamboangans gibt und die Sprache philippinisch Englisch ist. "
Id56,6,ge,University,,"School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University city Aarhus School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University dean ""Thomas Pallesen"" School of Business and Social Sciences at the Aarhus University established 1928 School of Business and Social Sciences at the Aarhus University numberOfStudents 16000","School of Business and Social Sciences an der Aarhus Universität in Aarhus, Dänemark wurde 1928 gegründet und hat 16000 Studenten. Der Dekan ist Thomas Pallesen und sie haben 737 akademische Mitarbeiter. "
Id239,2,ge,Food,,Bionico course Dessert Bionico ingredient Condensed_milk,"Verdichtete Milch ist im Dessert enthalten, Bionico. "
Id68,1,ge,Food,,"Bacon_sandwich alternativeName ""Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin""","Ein Speck-Sandwich kann auch als Speck butty, Speck sarnie, rasher Sandwich, Speck Sanger, Stück 'n Speck, Speck cob, Speck barm, oder Speck Muffin. "
Id39,2,ge,SportsTeam,,A.C._Lumezzane league Lega_Pro A.C._Lumezzane numberOfMembers 4150,Die A.C. Lumezzane hat 4150 Mitglieder und spielt in der Lega Pro. 
Id53,1,ge,Airport,,"Agra_Airport nativeName ""Kheria Air Force Station""",Der Name von Agra Airport ist Kheria Air Force Station. 
Id181,2,ge,Food,,Batchoy country Philippines Batchoy ingredient Beef,"Rindfleisch ist ein Bestandteil von Batchoy, der von den Philippinen stammt. "
Id53,3,ge,ComicsCharacter,,"Bolt_(comicsCharacter) alternativeName ""Larry Bolatinsky"" Bolt_(comicsCharacter) creator Paris_Cullins Bolt_(comicsCharacter) creator Gary_Cohn_(comics)","Die Comicfigur Bolt, der den alternativen Namen von Larry Bolatinsky hat, wurde von Paris Cullins und Gary Cohn geschaffen. "
Id30,3,ge,SportsTeam,,Rolando_Maran club Varese_Calcio_S.S.D. Rolando_Maran club Carrarese_Calcio A.C._Chievo_Verona manager Rolando_Maran,"Der Manager von A.C. Chievo Verona ist Rolando Maran, der im Carrarese Calcio Club und spielt für Varese Calcio S.S.D. "
Id16,4,ge,Airport,,"Abilene_Regional_Airport cityServed Abilene,_Texas Abilene,_Texas country United_States Abilene,_Texas isPartOf Taylor_County,_Texas Abilene,_Texas isPartOf Jones_County,_Texas","Abilene Regionalflughafen dient der Stadt Abilene, Teil von Taylor County und Jones County, Texas, USA. "
Id34,2,ge,Food,,Bionico course Dessert Dessert dishVariation Ice_cream,Bionico und Eis sind Arten von Dessert. 
Id9,3,ge,Building,,"103_Colmore_Row completionDate 1976 103_Colmore_Row floorCount 23 103_Colmore_Row location ""Colmore Row, Birmingham, England""","103 Colmore Row hat 23 Stockwerke und wurde 1976 in Colmore Row, Birmingham, England, fertiggestellt. "
Id55,5,ge,Astronaut,,"Elliot_See almaMater University_of_Texas_at_Austin Elliot_See birthPlace Dallas Elliot_See deathDate ""1966-02-28"" Elliot_See deathPlace St._Louis Elliot_See occupation Test_pilot","Der Testpilot Elliot See wurde in Dallas geboren und absolvierte sein Studium an der University of Texas, Austin. Er starb am 28. Februar 1966 in St. Louis. "
Id30,4,ge,Building,,"Cleveland country United_States 200_Public_Square floorCount 45 Cleveland isPartOf Cuyahoga_County,_Ohio 200_Public_Square location Cleveland","200 öffentlicher Platz mit 45 Etagen befindet sich in Cleveland, Cuyahoga County, Ohio, USA. "
Id3,1,ge,University,,Alba_Iulia country Romania,Alba Iulia ist im Land Rumänien. 
Id139,2,ge,Building,,Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan significantBuilding Los_Angeles_Herald-Examiner,Julia Morgan entwarf die Asilomar Conference Gardens und das richtungsweisende Los Angeles Herald Examiner Gebäude in Kalifornien. 
Id105,5,ge,Building,,"Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace San_Francisco Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Chinatown,_San_Francisco Julia_Morgan significantProject Hearst_Castle","Julia Morgan wurde in San Francisco geboren und ist für zahlreiche Orte bekannt, darunter Chinatown in San Francisco, die Asilomar Conference Grounds, das Riverside Art Museum und Hearst Castle. "
Id114,4,ge,SportsTeam,,"St._Vincent–St._Mary_High_School city Akron,_Ohio Akron,_Ohio country United_States Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio isPartOf Summit_County,_Ohio","The ground of Akron Summit Assault is located at St Vincent St Mary High School in the city of Akron, Ohio Summit County, United States. "
Id126,2,ge,Food,,Baked_Alaska country China Baked_Alaska ingredient Ice_cream,Gebackenes Alaska stammt aus China und eine der Zutaten darin ist Eis. 
Id256,2,ge,Food,,Ayam_penyet country Java Java ethnicGroup Banyumasan_people,"Das Land von Ayam penyet ist Java, wo die Banyumasan Menschen eine ethnische Gruppe sind. "
Id153,4,ge,Building,,"Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace California Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Chinatown,_San_Francisco","Julia Morgan wurde in Kalifornien geboren. Sie ist der Architekt hinter Chinatown in San Fransisco, der Asilomar Conference Grounds und dem Riverside Art Museum, das eines ihrer bedeutendsten Bauwerke ist. "
Id178,4,ge,Food,,Barny_Cakes carbohydrate 18.0 g Barny_Cakes dishVariation Milk Barny_Cakes fat 4.8 g Barny_Cakes protein 1.8 g,"Barny Kuchen hat eine Gericht-Variante, die Milch im Rezept verwendet. Der Nährwert des Barny-Kuchens beinhaltet folgendes: 1,8g Eiweiß, 18,00g Kohlenhydrate und 4,8g Fett. "
Id70,1,ge,Airport,,"Al_Asad_Airbase runwayName ""08/26""","""08 / 26"" ist der Fahrbahnname bei Al Asad Airbase. "
Id5,1,ge,Building,,"103_Colmore_Row location ""Colmore Row, Birmingham, England""","103 Colmore Row ist in Birmingham, England. "
