eid,size,dataset_type,category,shape_type,data_unit,sentence
Id51,3,it,Astronaut,mixed,Elliot_See birthPlace Dallas Elliot_See occupation Test_pilot Dallas partsType List_of_counties_in_Texas,"Elliot See era un pilota collaudatore originario di Dallas, Texas."
Id42,3,it,ComicsCharacter,mixed,Big_Hero_6_(film) distributor Walt_Disney_Studios_Motion_Pictures Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Alan_Tudyk,Big Hero 6 è un film degli studi Disney con Alan Tudyk e Baymax come personaggio.
Id1,3,it,Building,mixed,"103_Colmore_Row architect John_Madin John_Madin birthPlace Birmingham 103_Colmore_Row location ""Colmore Row, Birmingham, England""","Il 103 Colmore Row si trova a Colmore Row, Birmingham, Inghilterra, ed è stato progettato dall'architetto John Madin, che definisce la città come la sua città natale."
Id49,1,it,ComicsCharacter,,Big_Hero_6_(film) starring Scott_Adsit,"Il film, Big hero 6, è interpretato da Scott Adsit."
Id27,1,it,Monument,,England capital London,Londra è la capitale dell'Inghilterra.
Id8,1,it,Astronaut,,"Alan_Bean timeInSpace ""100305.0""(minutes)","Il tempo trascorso da Alan Bean nello spazio è stato di 100305,0 minuti."
Id9,2,it,Building,sibling,103_Colmore_Row floorCount 23 103_Colmore_Row location Birmingham,"103 Colmore Row, Birmingham è un edificio di 23 piani."
Id34,4,it,University,sibling,Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology state Karnataka,"L'Acharya Institute of Technology (fondato nel 2000) di Bangalore, Karnataka, è affiliato alla Visvesvaraya Technological University."
Id248,1,it,Airport,,Madrid leaderParty Ahora_Madrid,Il partito leader a Madrid è Ahora Madrid.
Id152,2,it,SportsTeam,chain,Premier_Development_League champions K-W_United_FC Akron_Summit_Assault league Premier_Development_League,Nella Premier Development League gioca l'Akron Summit Assault e i campioni sono il K-W United FC.
Id10,2,it,Astronaut,sibling,Alan_Shepard birthPlace New_Hampshire Alan_Shepard nationality United_States,Alan Shepard è di nazionalità statunitense ed è nato nel New Hampshire.
Id89,4,it,Building,sibling,"Addis_Ababa_City_Hall completionDate 1964 Addis_Ababa_City_Hall currentTenants ""Government of Addis Ababa"" Addis_Ababa_City_Hall floorArea 140000.0 (square metres) Addis_Ababa_City_Hall height ""42 m""","Il municipio di Addis Abeba, completato nel 1964, ha un'altezza di 42 metri e una superficie di 14.000 metri quadrati. Gli attuali inquilini sono il governo di Addis Abeba."
Id100,1,it,Building,,Alan_B._Miller_Hall architecturalStyle Georgian_architecture,Lo stile architettonico della Alan B. Miller Hall è georgiano.
Id137,3,it,SportsTeam,chain,"St._Vincent–St._Mary_High_School city Akron,_Ohio Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio isPartOf Summit_County,_Ohio","L'Akron Summit Assault ha sede presso la St. Vincent-St. Mary High School di Akron, Ohio, nella contea di Summit, Ohio."
Id11,2,it,Monument,sibling,"14th_New_Jersey_Volunteer_Infantry_Monument category Historic_districts_in_the_United_States 14th_New_Jersey_Volunteer_Infantry_Monument established ""1907-07-11""",Il 14th New Jersey Volunteer Infantry Monument è stato fondato l'11 luglio 1907 e appartiene ai distretti storici degli Stati Uniti.
Id288,1,it,Airport,,United_States_Air_Force aircraftFighter McDonnell_Douglas_F-15_Eagle,Il McDonnell Douglas F-15 Eagle è un caccia dell'aeronautica militare statunitense.
Id276,1,it,Airport,,Texas demonym Texan,Gli abitanti del Texas sono conosciuti come texani.
Id192,1,it,Food,,Hong_Kong language Chinese_language,Il cinese è una lingua di Hong Kong.
Id217,1,it,SportsTeam,,Peter_Stöger club FC_Admira_Wacker_Mödling,La squadra di Peter Stöger è l'FC Admira Wacker Mödling.
Id57,1,it,Food,,Ayam_penyet region Malaysia,L'ayam penyet è un piatto popolare in Malesia.
Id115,1,it,Airport,,Amsterdam_Airport_Schiphol runwayLength 3453.0,"La lunghezza della pista dell'Aeroporto di Amsterdam Schiphol è di 3453,0 metri."
Id171,2,it,Food,sibling,Barny_Cakes country France Barny_Cakes ingredient Sponge_cake,Le Barny cake si trovano in Francia e sono fatte con il pan di Spagna.
Id160,3,it,SportsTeam,mixed,Peter_Stöger club FC_Admira_Wacker_Mödling Peter_Stöger club SC_Wiener_Neustadt 1._FC_Köln manager Peter_Stöger,Peter Stöger è un giocatore dell'FC Admira Wacker Mödling. È anche dirigente dell'FC Colonia ed è affiliato al club SC Wiener Neustadt.
Id8,3,it,ComicsCharacter,sibling,"Bolt_(comicsCharacter) alternativeName ""Larry Bolatinsky"" Bolt_(comicsCharacter) creator Paris_Cullins Bolt_(comicsCharacter) creator Dan_Mishkin","Il personaggio dei fumetti Bolt, alias Larry Bolatinsky, è stato creato da Paris Cullins e Dan Mishkin."
Id111,2,it,Airport,chain,"Andrews_County,_Texas countySeat Andrews,_Texas Andrews_County_Airport owner Andrews_County,_Texas","La contea di Andrews, Texas, ha sede ad Andrews, Texas, e possiede l'omonimo aeroporto."
Id227,1,it,Food,,Pakora dishVariation Paneer,Il pakora può essere variato utilizzando il paneer.
Id34,4,it,SportsTeam,sibling,"A.D._Isidro_Metapán fullName ""Asociación Deportiva"" A.D._Isidro_Metapán ground ""Metapán, El Salvador"" A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez A.D._Isidro_Metapán numberOfMembers 10000","Il nome completo dell'A.D. Isidro Metapán è Asociacion Deportiva. La sua sede si trova a Metapán, El Salvador, ha 10000 membri e il suo direttore è Jorge Humberto Rodríguez."
Id159,3,it,Food,sibling,Bakso country Indonesia Bakso ingredient Celery Bakso region Indonesia,Il sedano è un ingrediente del Bakso che proviene e si trova in Indonesia.
Id135,2,it,Food,chain,Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Frangipane,"Una variante del bakewell pudding è la torta bakewell, che ha come ingrediente il frangipane."
Id2,2,it,Building,sibling,103_Colmore_Row architect John_Madin 103_Colmore_Row location Colmore_Row,"L'architetto John Madin ha progettato il 103 Colmore Row, situato a Colmore Row."
Id53,5,it,Astronaut,sibling,"Elliot_See almaMater University_of_Texas_at_Austin Elliot_See birthDate ""1927-07-23"" Elliot_See birthPlace Dallas Elliot_See deathPlace St._Louis Elliot_See nationality United_States","Elliot See è nato a Dallas, negli Stati Uniti, nel 1927. Era uno studente dell'Università del Texas ad Austin ed è morto a St Louis."
Id14,1,it,City,,"Akron,_Ohio isPartOf Summit_County,_Ohio","Akron si trova nella Contea di Summit, in Ohio."
Id9,5,it,University,sibling,Accademia_di_Architettura_di_Mendrisio academicStaffSize 100 Accademia_di_Architettura_di_Mendrisio country Switzerland Accademia_di_Architettura_di_Mendrisio dean Mario_Botta Accademia_di_Architettura_di_Mendrisio established 1996 Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,"Il decano dell'Accademia di Architettura di Mendrisio, con sede in Svizzera, è Mario Botta. L'Accademia è stata fondata nel 1996 e conta 600 studenti e 100 membri del personale accademico."
Id119,3,it,Airport,chain,Antwerp_International_Airport cityServed Antwerp Antwerp country Belgium Belgium language Dutch_language,"La lingua olandese è parlata ad Anversa, in Belgio, dove si trova l'aeroporto internazionale di Anversa."
Id3,5,it,Building,mixed,"108_St_Georges_Terrace completionDate 1988 108_St_Georges_Terrace cost ""120 million (Australian dollars)"" Perth country Australia 108_St_Georges_Terrace floorCount 50 108_St_Georges_Terrace location Perth","Il 108 St. Georges Terrace, di 50 piani, si trova a Perth, in Australia, ed è stato completato nel 1988. La sua costruzione è costata 120 milioni di dollari australiani."
Id1,3,it,University,sibling,"1_Decembrie_1918_University country Romania 1_Decembrie_1918_University latinName ""Universitas Apulensis"" 1_Decembrie_1918_University state Alba","Il nome latino dell'Università 1 dicembre 1918 di Alba, in Romania, è Universitas Apulensis."
Id32,2,it,Food,sibling,Bionico course Dessert Bionico ingredient Granola,Il Bionico è un dessert che richiede il grana come uno dei suoi ingredienti.
Id96,3,it,SportsTeam,mixed,Paulo_Sousa club Maccabi_Tel_Aviv_F.C. Paulo_Sousa club Portugal_national_football_team ACF_Fiorentina manager Paulo_Sousa,Paulo Sousa è il dirigente dell'ACF Fiorentina. Gioca nel Maccabi Tel Aviv F.C. ed è anche membro della Nazionale di calcio del Portogallo.
Id103,3,it,SportsTeam,sibling,"AFC_Ajax fullName ""Amsterdamsche Football Club Ajax"" AFC_Ajax numberOfMembers 53502 AFC_Ajax season 2014–15_Eredivisie","Il nome completo dell'AFC Ajax è ""Amsterdamsche Football Club Ajax"". Era nella Eredivisie per la stagione 2014-2015 e ha 53502 membri."
Id48,3,it,ComicsCharacter,sibling,"Blockbuster_(comicsCharacter) alternativeName ""Mark Desmond"" Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Tom_Lyle","Il personaggio dei fumetti, Blockbuster (alias Mark Desmond), è stato creato da Gardner Fox e Tom Lyle."
Id285,1,it,Airport,,Turkmenistan_Airlines hubAirport Turkmenabat_Airport,L'aeroporto hub di Turkmenistan Airlines è l'aeroporto di Turkmenabat.
Id161,3,it,Airport,sibling,"Atlantic_City_International_Airport operatingOrganisation Port_Authority_of_New_York_and_New_Jersey Atlantic_City_International_Airport runwayLength 1873.0 Atlantic_City_International_Airport runwayName ""4/22""","L'aeroporto internazionale di Atlantic City è gestito dall'Autorità Portuale di New York e New Jersey. Il nome della pista è 4/22 e la lunghezza è di 1873,0 metri."
Id68,1,it,Astronaut,,"William_Anders timeInSpace ""8820.0""(minutes)",William Anders ha trascorso 8820 minuti nello spazio.
Id87,1,it,Airport,,Allama_Iqbal_International_Airport cityServed Lahore,La città di Lahore è servita dall'aeroporto internazionale Allama Iqbal.
Id55,1,it,SportsTeam,,A.F.C._Fylde season 2014,L'A.F.C. Fylde ha giocato nel 2014.
Id27,2,it,Astronaut,chain,Alan_Shepard deathPlace California California gemstone Benitoite,"Alan Shepard è morto in California, che ha come gemma la benitoite."
Id9,1,it,Food,,Almond family Rosaceae,Le mandorle appartengono alla famiglia delle Rosacee.
Id115,3,it,SportsTeam,sibling,"AZ_Alkmaar fullName ""Alkmaar Zaanstreek"" AZ_Alkmaar numberOfMembers 17023 AZ_Alkmaar season 2014–15_Eredivisie",L'AZ Alkmaar ha 17023 soci e ha giocato in Eredivisie nella stagione 2014-15. Il loro nome completo è Alkmaar Zaanstreek.
Id160,3,it,Building,mixed,Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Asilomar_State_Beach,"Julia Morgan è stata architetto e progettista di molti edifici importanti, tra cui la Asilomar State Beach, l'Asilomar Conference Grounds e il Riverside Art Museum."
Id148,4,it,Building,mixed,Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace San_Francisco Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Asilomar_State_Beach,"L'architetto Julia Morgan, nata a San Francisco, ha progettato il parco della Asilomar Conference e gli importanti edifici del Riverside Art Museum e della Asilomar State Beach."
Id159,1,it,Building,,College_of_William_&_Mary chancellor Robert_Gates,Robert Gates è il cancelliere del College of William & Mary.
Id12,1,it,City,,"Akron,_Ohio country United_States","Akron, Ohio, si trova negli Stati Uniti."
Id21,2,it,Building,sibling,Asser_Levy_Public_Baths location 23rd_Street_(Manhattan) Asser_Levy_Public_Baths yearOfConstruction 1904,"L'Asser Levy Public Baths si trova sulla 23rd Street, a Manhattan, ed è stato costruito nel 1904."
Id106,4,it,SportsTeam,mixed,"Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro""","L'Agremiação Sportiva Arapiraquense, il cui soprannome è Alvinegro, gioca nel campionato Campeonato Brasileiro Série C in Brasile. I precedenti campioni della Serie C erano il Vila Nova Futebol Clube."
Id105,2,it,Building,sibling,Akita_Museum_of_Art floorArea 3746.66 (square metres) Akita_Museum_of_Art floorCount 3,"Il Museo d'Arte di Akita si sviluppa su 3 piani e ha una superficie di 3746,66 metri quadrati."
Id90,3,it,SportsTeam,mixed,Christian_Panucci club Genoa_C.F.C. Christian_Panucci club Inter_Milan A.S._Livorno_Calcio manager Christian_Panucci,"Christian Panucci ha giocato a calcio nel Genoa C.F.C. e nell'Inter Milan, ma ora dirige l'A.S. Livorno Calcio."
Id22,5,it,SportsTeam,mixed,AFC_Ajax_(amateurs) ground Sportpark_De_Toekomst Sportpark_De_Toekomst operator AFC_Ajax Sportpark_De_Toekomst owner AFC_Ajax_N.V. Sportpark_De_Toekomst tenant Ajax_Youth_Academy Sportpark_De_Toekomst tenant Jong_Ajax,"Il campo dell'AFC Ajax (dilettanti) è lo Sportpark De Toekomst, gestito dall'AFC Ajax e di proprietà dell'AFC Ajax NV. Lo Jong Ajax e l'Ajax Youth Academy sono entrambi affittuari."
Id1,5,it,SportsTeam,mixed,Italy capital Rome Italy demonym Italians A.C._Lumezzane ground Italy Italy language Italian_language Italy leader Pietro_Grasso,L'Italia è guidata da Pietro Grasso e vi si parla la lingua italiana. La capitale è Roma e la squadra AC Lumezzane gioca nel Paese. Gli abitanti dell'Italia sono conosciuti come italiani.
Id71,1,it,Airport,,"Al_Asad_Airbase runwayName ""09L/27R""","Il nome della pista della base aerea di Al Asad è ""09L/27R""."
Id27,1,it,Airport,,"Adirondack_Regional_Airport cityServed Lake_Placid,_New_York","Lake Placid, N.Y., è servita dall'aeroporto regionale di Adirondack."
Id32,2,it,ComicsCharacter,sibling,"Bananaman firstAired ""1983-10-03"" Bananaman starring Graeme_Garden","Bananaman, trasmesso per la prima volta il 3/10/1983, con Graeme Garden."
Id9,1,it,SportsTeam,,A.F.C._Fylde ground The_Fylde,Il Fylde è il campo di casa dell'AFC Fylde.
Id10,1,it,Food,,"Ayam_penyet servingTemperature ""Hot""",L'Ayam penyet viene servito caldo.
Id21,1,it,Airport,,Ardmore_Airport_(New_Zealand) location Auckland,"L'aeroporto di Ardmore si trova ad Auckland, in Nuova Zelanda."
Id1,5,it,Building,mixed,"103_Colmore_Row architect John_Madin John_Madin birthPlace Birmingham 103_Colmore_Row completionDate 1976 103_Colmore_Row floorCount 23 103_Colmore_Row location ""Colmore Row, Birmingham, England""","Il 103 Colmore Row si trova a Colmore Row, Birmingham, Inghilterra. È stato progettato dall'architetto John Madin, nato a Birmingham. Ha 23 piani ed è stato completato nel 1976."
Id20,7,it,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology numberOfPostgraduateStudents 700 Acharya_Institute_of_Technology president ""B.M. Reddy""","L'Acharya Institute of Technology di Bangalore, India, è stato fondato nel 2000 ed è affiliato alla Visvesvaraya Technological University. Il presidente della scuola è B. M. Reddy, il direttore è il Dr. G. P. Prabhukumar e conta 700 studenti post-laurea."
Id5,3,it,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania","Il monumento all'11° Fanteria del Mississippi si trova nella Contea di Adams, in Pennsylvania, ed è stato istituito nel 2000."
Id39,1,it,Astronaut,,"Buzz_Aldrin status ""Retired""",Buzz Aldrin è in pensione.
Id30,1,it,SportsTeam,,"A.D._Isidro_Metapán ground ""Metapán, El Salvador""","Il terreno dell'AD Isidro Metapán si trova a Metapán, El Salvador."
Id132,2,it,SportsTeam,chain,John_van_den_Brom club De_Graafschap AZ_Alkmaar manager John_van_den_Brom,"John van den Brom, dirigente dell'AZ Alkmaar, gioca nel De Graafschap."
Id1,5,it,Building,mixed,"103_Colmore_Row architect John_Madin John_Madin birthPlace Birmingham 103_Colmore_Row completionDate 1976 103_Colmore_Row floorCount 23 103_Colmore_Row location ""Colmore Row, Birmingham, England""","Il 103 Colmore Row, Birmingham, Inghilterra, è stato progettato dall'architetto John Madin, nato in città. L'edificio ha 23 piani e la sua costruzione è stata completata nel 1976."
Id22,4,it,Building,mixed,New_York_City country United_States New_York_City isPartOf Manhattan New_York_City isPartOf New_Netherland Asser_Levy_Public_Baths location New_York_City,"Gli Asser Levy Public Baths si trovano a New York City, Manhattan, New Netherland, negli Stati Uniti."
Id172,3,it,Airport,mixed,Madrid country Spain Madrid isPartOf Community_of_Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Madrid,"L'aeroporto Adolfo Suárez Madrid-Barajas si trova a Madrid, che fa parte della comunità di Madrid, Spagna."
Id41,3,it,Airport,sibling,"Afonso_Pena_International_Airport location São_José_dos_Pinhais Afonso_Pena_International_Airport runwayLength 1800.0 Afonso_Pena_International_Airport runwayName ""15/33""","L'Aeroporto Internazionale Afonso Pena, situato a São José dos Pinhais, dispone di una pista di 15/33 metri con una lunghezza di 1800,0 metri."
Id84,3,it,SportsTeam,sibling,"A.S._Livorno_Calcio fullName ""Associazione Sportiva"" A.S._Livorno_Calcio ground Stadio_Armando_Picchi A.S._Livorno_Calcio numberOfMembers 19238","L'A.S. Livorno Calcio (Associazione Sportiva), con 19238 soci, ha come sede lo Stadio Armando Picchi."
Id65,2,it,Food,sibling,Asam_pedas country Malaysia Asam_pedas region Sumatra,L'asam pedas è un piatto originario di Sumatra e si trova anche in Malesia.
Id7,4,it,Astronaut,sibling,"Elliot_See almaMater University_of_Texas_at_Austin Elliot_See birthDate ""1927-07-23"" Elliot_See birthPlace Dallas Elliot_See deathPlace St._Louis","Elliot See, laureato all'Università del Texas ad Austin, è nato a Dallas il 23 luglio 1927 ed è morto a St."
Id38,4,it,Building,sibling,"200_Public_Square completionDate 1985 200_Public_Square floorArea 111484 (square metres) 200_Public_Square floorCount 45 200_Public_Square location Public_Square,_Cleveland","Il 200 Public Square è stato completato nel 1984. Si trova a Public Square, Cleveland; ha un numero di piani pari a 45 e una superficie di 111.484 metri quadrati."
Id18,1,it,University,,Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,Seicento studenti frequentano l'Accademia di Architettura di Mendrisio.
Id235,1,it,SportsTeam,,Serie_D champions S.S._Robur_Siena,Tra i campioni della Serie D c'è la S.S. Robur Siena.
Id15,5,it,SportsTeam,mixed,Stuart_Parker_(footballer) club Chesterfield_F.C. Stuart_Parker_(footballer) club Blackburn_Rovers_F.C. A.F.C._Blackpool ground Blackpool Blackpool leader Gordon_Marsden A.F.C._Blackpool manager Stuart_Parker_(footballer),"Gordon Marsden è il leader di Blackpool, dove ha sede l'AFC Blackpool. La squadra è gestito da Stuart Parker, che è stato calciatore del Chesterfield FC e del Blackburn Rovers FC."
Id4,5,it,Monument,sibling,"Baku_Turkish_Martyrs'_Memorial dedicatedTo ""Ottoman Army soldiers killed in the Battle of Baku"" Baku_Turkish_Martyrs'_Memorial designer ""Hüseyin Bütüner and Hilmi Güner"" Baku_Turkish_Martyrs'_Memorial location Azerbaijan Baku_Turkish_Martyrs'_Memorial material ""Red granite and white marble"" Baku_Turkish_Martyrs'_Memorial nativeName ""Türk Şehitleri Anıtı""","Il Memoriale dei martiri turchi di Baku si trova in Azerbaigian, dove è conosciuto come ""Türk Sehitleri Aniti"". Il monumento è dedicato ai soldati dell'esercito ottomano uccisi nella battaglia di Baku. È stato progettato da Hüseyin Bütüner e Hilmi Güner e costruito in granito rosso e marmo bianco."
Id56,4,it,Food,mixed,Asam_pedas country Malaysia Malaysia ethnicGroup Malaysian_Malay Sumatra ethnicGroup Malays_(ethnic_group) Asam_pedas region Sumatra,L'asam pedas è un alimento diffuso in Malesia e a Sumatra. I malesi sono un gruppo etnico del luogo.
Id39,2,it,Airport,sibling,Afonso_Pena_International_Airport location São_José_dos_Pinhais Afonso_Pena_International_Airport operatingOrganisation Infraero,L'aeroporto internazionale Afonso Pena di São José dos Pinhais è gestito da Infraero.
Id14,6,it,University,mixed,Accademia_di_Architettura_di_Mendrisio academicStaffSize 100 Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio country Switzerland Accademia_di_Architettura_di_Mendrisio established 1996 Switzerland leaderTitle Federal_Chancellor_of_Switzerland Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,"La città di Mendrisio, in Svizzera, guidata dal Cancelliere federale, è la sede dell'Accademia di Architettura di Mendrisio, fondata nel 1996, che conta 600 studenti e 100 membri del personale accademico."
Id26,1,it,ComicsCharacter,,"Ballistic_(comicsCharacter) alternativeName ""Kelvin Mao""","Il personaggio dei fumetti, Ballistic, ha il nome alternativo di Kelvin Mao."
Id21,3,it,SportsTeam,mixed,Italy demonym Italians A.S._Gubbio_1910 ground Italy Italy leader Sergio_Mattarella,Il terreno dell'A.S. Gubbio 1910 si trova nell'Italia guidata da Sergio Mattarella e abitata da italiani.
Id18,2,it,Monument,sibling,"Atatürk_Monument_(İzmir) inaugurationDate ""1932-07-27"" Atatürk_Monument_(İzmir) material ""Bronze""",Il Monumento di Atatürk (Smirne) è in bronzo e fu inaugurato il 1932-07-27.
Id76,2,it,Building,chain,Marriott_International keyPerson Bill_Marriott AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,"Marriott International, con Bill Marriott alla guida, è l'affittuario dell'AC Hotel Bella Sky Copenhagen."
Id38,1,it,Airport,,Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 4100.0,La lunghezza della pista dell'aeroporto Adolfo Suarez di Madrid-Barajas è di 4100.0.
Id17,4,it,University,sibling,Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio country Switzerland Accademia_di_Architettura_di_Mendrisio location Ticino Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,"La Svizzera è la sede dell'Accademia di Architettura, che conta 600 studenti e ha sede nella città di Mendrisio, in Ticino."
Id183,2,it,Airport,chain,"Adirondack_Regional_Airport cityServed Lake_Placid,_New_York Lake_Placid,_New_York isPartOf Essex_County,_New_York","Lake Placid, New York, fa parte della Contea di Essex, NY ed è servita dall'Aeroporto Regionale Adirondack."
Id183,2,it,Food,sibling,Batchoy country Philippines Batchoy ingredient Vegetable,"Nel Batchoy, originario delle Filippine, si utilizzano le verdure."
Id50,2,it,Building,chain,"Chicago isPartOf Cook_County,_Illinois 300_North_LaSalle location Chicago","Il 300 North LaSalle si trova nella Contea di Cook, a Chicago, Illinois."
Id9,2,it,ComicsCharacter,sibling,Bolt_(comicsCharacter) creator Paris_Cullins Bolt_(comicsCharacter) creator Gary_Cohn_(comics),Sia Paris Cullins che Gary Cohn sono i creatori del personaggio a fumetti Bolt.
Id6,3,it,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania""","A Gettysburg, in Pennsylvania, si trova il monumento dell'11° Fanteria del Mississippi, che rientra nella categoria delle proprietà contribuenti."
Id246,1,it,Food,,Spain ethnicGroup Spaniards,Gli spagnoli sono il gruppo etnico della Spagna.
Id107,4,it,SportsTeam,mixed,Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense numberOfMembers 17000,"L'Agremiacao Sportiva Arapiraquense ha 17000 membri e gioca nel campionato Campeonato Brasileiro Serie C, con sede in Brasile. In precedenza, il Vila Nova Futebol Clube è stato campione di questo campionato."
Id167,2,it,Building,chain,United_States language English_language 250_Delaware_Avenue location United_States,"250 Delaware Avenue si trova negli Stati Uniti, dove l'inglese è la lingua principale."
Id14,7,it,Monument,mixed,"Azerbaijan capital Baku Azerbaijan leader Artur_Rasizade Azerbaijan leaderTitle Prime_Minister_of_Azerbaijan Azerbaijan legislature National_Assembly_(Azerbaijan) Baku_Turkish_Martyrs'_Memorial location Azerbaijan Baku_Turkish_Martyrs'_Memorial material ""Red granite and white marble"" Baku_Turkish_Martyrs'_Memorial nativeName ""Türk Şehitleri Anıtı""","L'organo legislativo dell'Azerbaigian è l'Assemblea Nazionale e il leader del Paese è il Primo Ministro Artur Rasizade. La capitale è Baku, dove si trova il monumento ai martiri turchi di Baku, in granito rosso e marmo bianco, che ha il nome locale di Turk Sehitleri Aniti."
Id125,3,it,SportsTeam,mixed,"Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C","L'Agrremiacao Sportiva Arapiraquense (abbr. Agremiacao Sportiva Arapiraquense) gioca nel campionato Campeonato Brasileiro Serie C, con sede in Brasile."
Id187,3,it,Airport,mixed,"Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Saranac_Lake,_New_York isPartOf United_States Saranac_Lake,_New_York isPartOf Essex_County,_New_York","L'aeroporto regionale dell'Adirondack serve la città di Saranac Lake, nella contea di Essex, New York, Stati Uniti."
Id79,1,it,ComicsCharacter,,John_Buscema award Inkpot_Award,John Buscema ha vinto il premio Inkpot.
Id60,1,it,ComicsCharacter,,Bolt_(comicsCharacter) creator Gary_Cohn_(comics),"Il personaggio dei fumetti, Bolt, è stato creato dallo scrittore Gary Cohn."
Id24,1,it,Food,,Arem-arem country Indonesia,L'Arem-arem è un alimento diffuso in Indonesia.
Id143,1,it,SportsTeam,,Christian_Panucci club A.S._Roma,Christian Panucci gioca nell'A.S. Roma.
Id65,2,it,Food,sibling,Asam_pedas country Malaysia Asam_pedas region Sumatra,L'asam pedas è un piatto di Sumatra che si trova in Malesia.
Id52,2,it,Airport,chain,Agra_Airport operatingOrganisation Indian_Air_Force Indian_Air_Force transportAircraft Boeing_C-17_Globemaster_III,"Il Boeing C-17 Globemaster III è un aereo da trasporto dell'Aeronautica militare indiana, l'organizzazione operativa dell'aeroporto di Agra."
Id46,1,it,University,,Romania ethnicGroup Germans_of_Romania,I tedeschi di Romania sono un gruppo etnico della Romania.
Id84,3,it,SportsTeam,sibling,"A.S._Livorno_Calcio fullName ""Associazione Sportiva"" A.S._Livorno_Calcio ground Stadio_Armando_Picchi A.S._Livorno_Calcio numberOfMembers 19238","L'Associazione Sportiva Calcio, meglio conosciuta come A.S Livorno Calcio, è una società con 19238 soci il cui campo di gioco è lo Stadio Armando Picchi."
Id130,3,it,SportsTeam,sibling,"Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro"" Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015","Il soprannome dell'Agremiacao Sportiva Arapiraquense è ""Alvinegro"", hanno giocato nel 2015 e hanno 17.000 iscritti."
Id234,2,it,Food,sibling,Bionico country Mexico Bionico ingredient Sour_cream,"La panna acida è un ingrediente utilizzato nella preparazione del Bionico, un piatto della cucina messicana."
Id62,4,it,SportsTeam,sibling,"A.F.C._Fylde fullName ""Association Football Club Fylde"" A.F.C._Fylde ground ""Kellamergh Park"" A.F.C._Fylde numberOfMembers 3180 A.F.C._Fylde season 2014","L'Association Football Club Fylde (abbreviato in A.F.C. Fylde) conta 3180 soci, ha il suo campo al Kellamergh park e ha giocato nella stagione 2014."
Id49,1,it,Building,,"3Arena location ""North Wall Quay""",La 3Arena si trova a North Wall Quay.
Id47,3,it,University,mixed,1_Decembrie_1918_University country Romania Romania ethnicGroup Germans_of_Romania Romania leaderTitle Prime_Minister_of_Romania,I tedeschi di Romania sono un gruppo etnico all'interno della Romania che ha come leader un Primo Ministro. Il Paese è sede dell'Università del 1° dicembre 1918.
