eid,size,dataset_type,category,shape_type,data_unit,sentence
Id134,5,en,Airport,mixed,"Appleton_International_Airport cityServed Appleton,_Wisconsin Greenville,_Wisconsin country United_States Greenville,_Wisconsin isPartOf Ellington,_Wisconsin Appleton,_Wisconsin isPartOf Grand_Chute,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","Appleton International airport, located in Greenville, Wisconsin, USA, services Appleton. Appleton is part of Grand Chute Wiconsin ans Greenville is part of Ellington, Wisconsin."
Id148,3,en,Food,mixed,Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Fruit_preserves Bakewell_pudding region Derbyshire_Dales,"An ingredient in Bakewell tart, from the Derbyshire Dales region, which is a variant of Bakewell pudding, are fruit preserves."
Id36,1,en,Food,,Arrabbiata_sauce region Rome,Arrabbiata sauce is a traditional dish from Rome.
Id225,1,en,Airport,,"Greenville,_Wisconsin isPartOf Clayton,_Winnebago_County,_Wisconsin","Greenville, Wisconsin is part of Clayton, Winnebago County, Wisconsin."
Id39,1,en,Food,,Arròs_negre ingredient Cubanelle,Cubanelle is an ingredient in Arros negre.
Id20,1,en,Airport,,"Abilene_Regional_Airport locationIdentifier ""ABI""","The Abilene Regional Airport's location id is ""ABI""."
Id56,2,en,ComicsCharacter,sibling,Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Tom_Lyle,"Both Gardner Fox and Tom Lyle were the creators of the comic character, Blockbuster."
Id106,2,en,Airport,sibling,Amsterdam_Airport_Schiphol cityServed Amsterdam Amsterdam_Airport_Schiphol runwayLength 3400.0,"Serving the city of Amsterdam, Amsterdam Airport Schiphol's runway length is 3400.0 metres."
Id31,1,en,SportsTeam,,Premier_Development_League champions K-W_United_FC,K-W United FC have been champions of the Premier Development League.
Id34,1,en,Building,,250_Delaware_Avenue floorCount 12,250 Delaware Avenue has 12 floors.
Id18,1,en,Building,,11_Diagonal_Street owner Redefine_Properties_Limited,Redefine Properties Limited owns 11 Diagonal Street.
Id27,2,en,Astronaut,chain,Alan_Shepard deathPlace California California gemstone Benitoite,"California is well known for the gemstone benitoite, and as the state where Alan Shepard died."
Id189,2,en,Food,sibling,Batchoy country Philippines Batchoy ingredient Chicken,Chicken is an ingredient in Batchoy which is eaten in the Philippines.
Id138,3,en,SportsTeam,chain,"St._Vincent–St._Mary_High_School city Akron,_Ohio Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio leader Dan_Horrigan","Akron Summit Assault's ground is St. Vincent-St. Mary High School in Akron, Ohio where Dan Horrigan is the leader."
Id263,3,en,Food,mixed,Bionico course Dessert Dessert dishVariation Cookie Bionico ingredient Granola,"Like a cookie, Bionico is a dessert that is made using granola as one of its ingredients."
Id225,1,en,Food,,New_York language French_language,The French Language can be heard in New York.
Id249,1,en,Food,,Sumatra ethnicGroup Acehnese_people,Acehnese people are an ethnic group in Sumatra.
Id44,2,en,Food,sibling,Arrabbiata_sauce ingredient Tomato Arrabbiata_sauce region Rome,The Rome region created the Arrabbiata sauce and it has an ingredient called tomato.
Id166,3,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Avocado Bandeja_paisa region Antioquia_Department,"Avocado is one of the ingredients in the dish Bandeja paisa, a typical Colombian cuisine from the Antioquia department."
Id4,1,en,Airport,,Aarhus_Airport location Tirstrup,The location of Aarhus Airport is Tirstrup.
Id294,4,en,Food,mixed,Batchoy country Philippines Philippines ethnicGroup Ilocano_people Philippines ethnicGroup Chinese_Filipino Philippines language Philippine_Spanish,Batchoy is eaten in the Philippines where the language spoken is Philippine Spanish. One of the ethnic groups are the Ilocano people and Chinese Filipino are also present in the country.
Id31,1,en,Food,,Arrabbiata_sauce dishVariation Basil,Basil can be included in Arrabbiata sauce.
Id78,1,en,Building,,"Addis_Ababa_City_Hall height ""42 m""",Addis Ababa City Hall is 42 m high.
Id10,5,en,SportsTeam,mixed,Greece currency Euro Greece language Greek_language Greece leader Nikos_Voutsis Greece leader Prokopis_Pavlopoulos A.E_Dimitra_Efxeinoupolis location Greece,"The A.E Dimitra Efxeinoupolis club is located in Greece. The country which has the leaders, Nikos Voutsis and Prokopis Pavlopoulos. It is also, where Greek is spoken, and the Euro is used."
Id48,1,en,SportsTeam,,"A.F.C._Fylde ground ""Kellamergh Park""",A.F.C. Fylde's ground is Kellamergh Park.
Id108,4,en,SportsTeam,mixed,Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Agremiação_Sportiva_Arapiraquense season 2015,Agremiação Sportiva Arapiraquense played in the 2015 season in the Campeonato Brasileiro Série C league which is in Brazil. This league has been won by Vila Nova Futebol Clube.
Id13,5,en,Building,mixed,"Asilomar_Conference_Grounds architect Julia_Morgan Julia_Morgan birthPlace California Julia_Morgan significantBuilding Riverside_Art_Museum Julia_Morgan significantBuilding Chinatown,_San_Francisco Julia_Morgan significantProject Hearst_Castle","Julia Morgan, the architect, was born in California and some of her significant projects include: the Asilomar Conference Grounds, The Riverside Art Museum, Hearst Castle and some buildings in Chinatown, San Francisco."
Id165,3,en,SportsTeam,mixed,Serie_A champions Juventus_F.C. A.C._Chievo_Verona ground Stadio_Marc'Antonio_Bentegodi A.C._Chievo_Verona league Serie_A,"The home ground of A.C. Chievo Verona is Stadio Marc'Antonio Bentegodi. They play in the Serie A league, which was won by Juventus F.C."
Id283,1,en,Airport,,Turkmenistan_Airlines headquarter Turkmenistan,The headquarters of Turkmenistan Airlines are located in Turkmenistan.
Id123,1,en,Airport,,"Andrews_County,_Texas largestCity Andrews,_Texas","The largest city in Andrews County, Texas is Andrews."
Id76,2,en,Food,sibling,"Asam_pedas country ""Indonesia and Malaysia"" Asam_pedas region ""Sumatra and Malay Peninsula""",Asam pedas is from Indonesia and Malaysia and is found in the region of Sumatra and Malay peninsula.
Id68,4,en,SportsTeam,sibling,"A.S._Livorno_Calcio fullName ""Associazione Sportiva"" A.S._Livorno_Calcio ground ""Livorno, Italy"" A.S._Livorno_Calcio numberOfMembers 19238 A.S._Livorno_Calcio season 2014–15_Serie_B","A.S. Livorno Calcio or Associazione Sportiva is based in Livorno, Italy has 19238 members and were in the 2014-15 Serie B season."
Id8,4,en,University,sibling,School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University established 1928,The School of Business and Social Sciences at the Aarhus University is located in Denmark and affiliated to the European University Association. It was established in 1928 and it has 737 academic staff.
Id24,3,en,SportsTeam,sibling,"A.C._Chievo_Verona fullName ""Associazione Calcio ChievoVerona S.r.l."" A.C._Chievo_Verona ground ""Verona, Italy"" A.C._Chievo_Verona numberOfMembers 39371","Verona, Italy is the home to A.C. Chievo Verona which has 39371 members and the full name of ""Associazione Calcio ChievoVerona S.r.l."""
Id155,3,en,SportsTeam,mixed,Massimo_Drago club S.S._Chieti_Calcio Massimo_Drago club A.S.D._S.S._Nola_1925 A.C._Cesena manager Massimo_Drago,Massimo Drago has been the manager of A C Cesena whose club is the S.S. Chieti Calcio. and played for A.S.D. S.S. Nola 1925.
Id107,3,en,SportsTeam,mixed,AFC_Ajax_(amateurs) ground Sportpark_De_Toekomst Sportpark_De_Toekomst owner AFC_Ajax_N.V. Sportpark_De_Toekomst tenant Jong_Ajax,AFC Ajax N.V. own Sportpark De Toekomst where Jong Ajax is the tenant. It is the ground of AFC Ajaz (amateurs).
Id63,4,en,Building,sibling,"320_South_Boston_Building completionDate 1929 320_South_Boston_Building floorCount 22 320_South_Boston_Building formerName ""Exchange National Bank Building"" 320_South_Boston_Building height 121.92 (metres)",The 320 South Boston Building formally known as the Exchange National Bank Building was completed in 1929 and has 22 floors and is 121.92 meters.
Id39,3,en,Food,sibling,Arrabbiata_sauce country Italy Arrabbiata_sauce dishVariation Oregano Arrabbiata_sauce ingredient Garlic,"The Italian sauce arrabbiata has garlic in it, oregano can also be added."
Id88,2,en,Food,sibling,Ayam_penyet ingredient Fried_chicken Ayam_penyet region Malaysia,Fried chicken is one of the ingredients in the dish 'Ayam Penyet' which comes from Malaysia.
Id20,3,en,SportsTeam,sibling,A.C._Cesena ground Stadio_Dino_Manuzzi A.C._Cesena league Serie_B A.C._Cesena numberOfMembers 23900,A.C. Cesena's ground is the Stadio Dino Manuzzi. They have 23900 members and play in the Serie B league.
Id24,1,en,Airport,,Belgium language German_language,Belgium language is German language.
Id87,4,en,Airport,sibling,Allama_Iqbal_International_Airport cityServed Lahore Allama_Iqbal_International_Airport location Pakistan Allama_Iqbal_International_Airport operatingOrganisation Pakistan_Civil_Aviation_Authority Allama_Iqbal_International_Airport runwayLength 3310.0,Allama Iqbal International Airport in Pakistan is operated by Pakistan Civil Aviation Authority. It serves the city of Lahore and has a runway length of 3310.
Id116,4,en,Building,mixed,Alan_B._Miller_Hall architect Robert_A._M._Stern Virginia country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia,"The current tenants of the Robert A M Stern designed Alan B Miller Hall in Virginia, United States are the Mason School of Business."
Id62,3,en,Building,mixed,320_South_Boston_Building architect George_Winkler 320_South_Boston_Building completionDate 1929 George_Winkler country United_States,"320 South Boston Building, designed by architect George Winkler of the United States of America, was completed in 1929."
Id28,1,en,SportsTeam,,A.C._Lumezzane season 2014,I am interested in the 2014 A.C. Lumezzane season.
Id161,4,en,Food,mixed,Antioquia_Department country Colombia Lemon genus Citrus Bandeja_paisa ingredient Lemon Bandeja_paisa region Antioquia_Department,Lemon (of the Citrus genus) is an ingredient in Bandeja paisa which hails from Antioquia Department in Colombia.
Id7,3,en,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument state ""Pennsylvania""","The 11th Mississippi Infantry Monument, Pennsylvania, is categorised as a contributing property and was established in 2000."
Id47,2,en,Building,sibling,300_North_LaSalle completionDate 2009 300_North_LaSalle floorCount 60,"There are 60 floors at 300 North LaSalle, a building that was completed in 2009."
Id31,2,en,SportsTeam,chain,Rolando_Maran club Vicenza_Calcio A.C._Chievo_Verona manager Rolando_Maran,Associazione Calcio Chievo Verona is managed by Rolando Maran who plays for Vicenza Calcio.
Id11,2,en,Building,sibling,"Adisham_Hall architecturalStyle ""Tudor and Jacabian"" Adisham_Hall location ""Haputale, Sri Lanka""","Adisham Hall's architectural style is Tudor and Jacabian and the building is located in Haputale, Sri Lanka."
Id42,4,en,Monument,mixed,Turkey capital Ankara Turkey currency Turkish_lira Turkey leader Ahmet_Davutoğlu Atatürk_Monument_(İzmir) location Turkey,"Turkey, whose currency is the Turkish lira, is led by Ahmet Davutoğlu from the capital Ankara. The Atatürk Monument (İzmir) is found in Turkey."
Id34,3,en,Food,mixed,Celery family Apiaceae Celery genus Apium Bakso ingredient Celery,Celery is from the genus apium and the family Apiaceae. It is an ingredient of Bakso.
Id24,1,en,SportsTeam,,"A.C._Lumezzane league ""Lega Pro/A""",A.C. Lumezzane play in Lega Pro/A.
Id51,3,en,Astronaut,mixed,Elliot_See birthPlace Dallas Elliot_See occupation Test_pilot Dallas partsType List_of_counties_in_Texas,"Elliot See, who was born in Dallas, Texas, performed as a test pilot."
Id17,1,en,Food,,Amatriciana_sauce ingredient Guanciale,Guanciale is an ingredient used in the preparation of Amatriciana sauce.
Id115,4,en,SportsTeam,mixed,"St._Vincent–St._Mary_High_School city Akron,_Ohio Akron,_Ohio country United_States Akron_Summit_Assault ground St._Vincent–St._Mary_High_School Akron,_Ohio leader Dan_Horrigan","Akron Summit Assault's ground is St. Vincent -St Mary High School, Akron, Ohio (led by Dan Horrigan) US."
Id23,4,en,Monument,mixed,"Azerbaijan capital Baku Azerbaijan legislature National_Assembly_(Azerbaijan) Baku_Turkish_Martyrs'_Memorial location Azerbaijan Baku_Turkish_Martyrs'_Memorial material ""Red granite and white marble""","The Baku Turkish Martyrs' Memorial, which is made from red granite and white marble, is located in Azerbaijan which is home to the National Assembly and has Baju as its capital."
Id148,3,en,Food,mixed,Bakewell_pudding dishVariation Bakewell_tart Bakewell_tart ingredient Fruit_preserves Bakewell_pudding region Derbyshire_Dales,"Bakewell pudding (or tart) originates from the Derbyshire Dales, it includes fruit preserves."
Id4,3,en,Food,sibling,Ajoblanco country Spain Ajoblanco ingredient Bread Ajoblanco region Andalusia,"Bread is an ingredient of Ajoblanco, which comes from the Andalusia region, in Spain."
Id50,3,en,Astronaut,sibling,Elliot_See birthPlace Dallas Elliot_See deathPlace St._Louis Elliot_See nationality United_States,American Elliot See was born in Dallas and died in St. Louis.
Id83,3,en,Building,sibling,AC_Hotel_Bella_Sky_Copenhagen floorCount 23 AC_Hotel_Bella_Sky_Copenhagen location Copenhagen AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,"The tenant of AC Hotel Bella Sky in Copenhagen, which has 23 floors, is Marriott International."
Id101,4,en,Food,mixed,Bacon_sandwich country United_Kingdom Bacon_sandwich dishVariation BLT BLT dishVariation Club_sandwich Bacon_sandwich ingredient Condiment,Bacon sandwich is a dish from the United Kingdom and condiments are used to prepare it. BLT is a variation of a Club Sandwich.
Id223,2,en,Food,chain,Binignit ingredient Sweet_potato Sweet_potato order Solanales,An ingredient of Binignit is Sweet potato which is part of the order of Solanales.
Id37,1,en,Astronaut,,"Buzz_Aldrin dateOfRetirement ""1971-07-01""",Buzz Aldrin retired on the 7th of January 1971.
Id102,4,en,Food,sibling,"Bacon_sandwich alternativeName ""Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin"" Bacon_sandwich country United_Kingdom Bacon_sandwich dishVariation BLT Bacon_sandwich ingredient Bread","The bacon sandwich comes from the United Kingdom and is a variation of the BLT. One of the ingredients is bread and the sandwich can also be known as a bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, or bacon muffin."
Id6,2,en,Food,sibling,Ajoblanco country Spain Ajoblanco ingredient Almond,"Ajoblanco, originating from the country of Spain, has almonds as one of its ingredients."
Id10,7,en,Astronaut,mixed,"University_of_Texas_at_Austin affiliation University_of_Texas_System Elliot_See almaMater University_of_Texas_at_Austin Elliot_See birthDate ""1927-07-23"" Elliot_See birthPlace Dallas Elliot_See deathPlace St._Louis Elliot_See occupation Test_pilot Elliot_See status ""Deceased""","Elliot See was born in Dallas on July 23rd, 1927. He attended UT at Austin, which is affiliated with the University of Texas system. He was a test pilot, who died in St. Louis."
Id111,3,en,SportsTeam,sibling,"AFC_Ajax_(amateurs) fullName ""Amsterdamsche Football Club Ajax Amateurs"" AFC_Ajax_(amateurs) numberOfMembers 5000 AFC_Ajax_(amateurs) season 2014","The full name of AFC Ajax (amateurs) is ""Amsterdamsche Football Club Ajax Amateurs"", they have 5000 members and played in the 2014 season."
Id192,1,en,Building,,Julia_Morgan birthPlace California,The birth place of Julia Morgan is California.
Id39,2,en,ComicsCharacter,chain,Tim_Brooke-Taylor birthPlace United_Kingdom Bananaman starring Tim_Brooke-Taylor,Tim Brooke-Taylor was born in the UK and starred in Bananaman.
Id5,1,en,Astronaut,,"Alan_Bean dateOfRetirement ""June 1981""",Alan Bean retired in June 1981.
Id74,1,en,Building,,Addis_Ababa_City_Hall completionDate 1964,Addis Ababa City Hall was completed in 1964.
Id194,2,en,Food,sibling,Beef_kway_teow country Indonesia Beef_kway_teow ingredient Sesame_oil,Indonesian dish Beef Kway teow is made with sesame oil.
Id66,2,en,Food,chain,Malaysia capital Kuala_Lumpur Asam_pedas country Malaysia,Kuala Lumpur is the capital of Malaysia where Asam pedas is a local food.
Id51,2,en,Food,sibling,Arròs_negre country Spain Arròs_negre ingredient White_rice,Arros negre contains white rice as an ingredient and it comes from Spain.
Id4,5,en,University,sibling,"Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology numberOfPostgraduateStudents 700","The Acharya Institute of Technology was established in 2000 and is based in the city of Bangalore in India. It currently has 700 Postgraduate Students and its exact location is in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090."
Id51,2,en,SportsTeam,chain,Greece demonym Greeks A.E_Dimitra_Efxeinoupolis location Greece,"The A.E Dimitra Efxeinoupolis club is located in Greece, inhabited by Greeks."
Id98,4,en,SportsTeam,mixed,John_van_den_Brom club AFC_Ajax John_van_den_Brom club İstanbulspor_A.Ş. AZ_Alkmaar manager John_van_den_Brom AZ_Alkmaar owner Max_Huiberts,John van den Brom is the manager of AZ Alkmaar which is owned by Max Huiberts. He also plays for both AFC Ajax and Istanbulspor AS.
Id31,3,en,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology country ""India""","The Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore, 560090, India. It is affiliated with the Visvesvaraya Technological University."
Id97,2,en,Building,chain,Sri_Lanka capital Sri_Jayawardenepura_Kotte Adisham_Hall country Sri_Lanka,Sri Jayawardenepura Kotte is the capital of Sri Lanka where Adisham Hall is located.
Id70,4,en,Building,sibling,AC_Hotel_Bella_Sky_Copenhagen architect 3XN AC_Hotel_Bella_Sky_Copenhagen floorCount 23 AC_Hotel_Bella_Sky_Copenhagen location Denmark AC_Hotel_Bella_Sky_Copenhagen tenant Marriott_International,"The 23 floor AC Hotel Bella Sky, Copenhagen, Denmark, is currently occupied by Marriott International. The hotel was designed by architect firm 3XN."
Id162,2,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Kidney_bean,Bandeja paisa is a dish from Colombian cuisine and contains kidney beans.
Id43,1,en,SportsTeam,,A.F.C._Blackpool manager Stuart_Parker_(footballer),AFC Blackpool have had Stuart Parker as their manager.
Id34,1,en,Astronaut,,"Buzz_Aldrin birthDate ""1930-01-20""","Buzz Aldrin was born January 20, 1930."
Id72,3,en,Airport,mixed,Alcobendas country Spain Alcobendas isPartOf Community_of_Madrid Adolfo_Suárez_Madrid–Barajas_Airport location Alcobendas,Adolfo Suárez Madrid–Barajas Airport is in Alcobendas which is part of Community of Madrid and is Spain.
Id2,5,en,Monument,sibling,"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" 11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument state ""Pennsylvania""","The 11th Mississippi Infantry Monument is found in Adams County, Pennsylvania, USA. It was established in the year 2000 and is categorised as a contributing property."
Id22,7,en,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology president ""B.M. Reddy"" Acharya_Institute_of_Technology state Karnataka","The Acharya Institute of Technology is located in the city of Bangalore, Karnataka, India. Established in 2000, and affiliated with Visvesvaraya Technological University, the current President is B.M. Reddy, and the Director, Dr. G. P. Prabhukumar."
Id27,2,en,Food,sibling,"Bhajji ingredient Gram_flour Bhajji similarDish ""Pakora and other fritters made from wheat or corn flour""","Gram flour is an ingredient of a Bhajji, which is a similar dish to pakora and other fritters made from wheat or corn flour."
Id66,2,en,Building,sibling,"3Arena architect ""HOK SVE"" 3Arena location Dublin",3Arena is located in Dublin and its architect was HOK SVE.
Id12,3,en,Building,mixed,108_St_Georges_Terrace buildingStartDate 1981 Perth country Australia 108_St_Georges_Terrace location Perth,"108 St. Georges Terrace is located in Perth, Australia. Its construction began in 1981."
Id133,5,en,Airport,mixed,"Appleton_International_Airport cityServed Appleton,_Wisconsin Greenville,_Wisconsin country United_States Greenville,_Wisconsin isPartOf Ellington,_Wisconsin Appleton,_Wisconsin isPartOf Little_Chute,_Wisconsin Appleton_International_Airport location Greenville,_Wisconsin","Appleton international Airport is located in Greenville, Wisconsin, United States and serves the city of Appleton. Greenville is part of Ellington, Wisconsin. Little Chute is part of Appleton, Wisconsin."
Id160,3,en,Airport,sibling,"Atlantic_City_International_Airport operatingOrganisation Port_Authority_of_New_York_and_New_Jersey Atlantic_City_International_Airport runwayLength 1873.0 Atlantic_City_International_Airport runwayName ""13/31""","The 13/31 runway at Atlantic City International Airport, operated by the Port Authority of New York and New Jersey, is 1873 in length."
Id187,3,en,Airport,mixed,"Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Saranac_Lake,_New_York isPartOf United_States Saranac_Lake,_New_York isPartOf Essex_County,_New_York","Adirondack Regional Airport serves the city of Saranac Lake, New York which is part of Essex County in the U.S.A."
Id22,5,en,University,sibling,Accademia_di_Architettura_di_Mendrisio academicStaffSize 100 Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio dean Mario_Botta Accademia_di_Architettura_di_Mendrisio location Ticino Accademia_di_Architettura_di_Mendrisio numberOfStudents 600,The Accademia di Architettura di Mendrisio in Ticino has a staff of 100 and a student population of 600. The dean is Mario Botta.
Id4,2,en,ComicsCharacter,sibling,"Amazing-Man_(comicsCharacter) alternativeName ""John Aman"" Amazing-Man_(comicsCharacter) creator Bill_Everett",John Aman (created by Bill Everett) is also known as Amazing-Man in the comics genre.
Id147,3,en,Airport,mixed,Turkmenistan_Airlines headquarter Turkmenistan Turkmenistan_Airlines hubAirport Turkmenabat_Airport Ashgabat_International_Airport operatingOrganisation Turkmenistan_Airlines,Turkmenistan Airlines headquarter in Turkmenistan and operate the Ashgabat Airport; their hub airport is the Turkmenabat Airport.
Id71,3,en,Building,mixed,Dublin isPartOf Republic_of_Ireland 3Arena location Dublin 3Arena owner Live_Nation_Entertainment,"3Arena is located in Dublin, Republic of Ireland, and owned by Live Nation Entertainment."
Id43,3,en,University,mixed,Accademia_di_Architettura_di_Mendrisio city Mendrisio Accademia_di_Architettura_di_Mendrisio established 1996 Mendrisio neighboringMunicipality Meride,"The Accademia di Architettura di Mendrisio was established in 1996. It is situated in Mendrisio, which is near to Meride."
Id221,1,en,SportsTeam,,Peter_Stöger club LASK_Linz,Peter Stoger plays for LASK Linz.
Id7,3,en,ComicsCharacter,mixed,"Aurakles alternativeName ""Aurakles"" Aurakles creator Dick_Dillin Dick_Dillin nationality United_States","Dick Dillin, from the United States, created the comic book character known as Aurakles (alternatively called Aurakles)."
Id120,3,en,SportsTeam,mixed,John_van_den_Brom club R.S.C._Anderlecht John_van_den_Brom club De_Graafschap AZ_Alkmaar manager John_van_den_Brom,John van den Brom manages the AZ Alkmaar and plays for both R.S.C. Anderlecht and De Graafschap.
Id201,1,en,Food,,Italy language Italian_language,The language of Italy is Italian.
Id85,1,en,Airport,,"Alderney_Airport runwayName ""03/21""",The runway name of Alderney Airport is 03/21.
Id37,4,en,SportsTeam,mixed,Jorge_Humberto_Rodríguez club Alianza_F.C. Jorge_Humberto_Rodríguez club El_Salvador_national_football_team Jorge_Humberto_Rodríguez club C.D._FAS A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,"Jorge Humberto Rodríguez manages the A.D. Isidro Metapan and plays for the Alianza F. C. club, C. D. FAS, and the El Salvador national football team."
Id11,2,en,ComicsCharacter,sibling,"Asterix_(comicsCharacter) alternativeName ""Astérix"" Asterix_(comicsCharacter) creator René_Goscinny","The creator of Asterix, the comics character also known as Astérix, is René Goscinny."
Id111,2,en,SportsTeam,chain,Frank_de_Boer club FC_Barcelona AFC_Ajax manager Frank_de_Boer,The manager of AFC Ajax's manager is Frank de Boer who is also attached to the club FC Barcelona.
Id86,3,en,Food,mixed,Ayam_penyet country Java Java ethnicGroup Javanese_people Ayam_penyet region Malaysia,"Ayam penyet is a popular dish from Java, Malaysia where the Javanese people live."
Id289,1,en,Airport,,United_States_Air_Force attackAircraft Lockheed_AC-130,The Lockheed AC-130 is an attack aircraft of the United States Air Force.
Id114,3,en,SportsTeam,mixed,Azerbaijan_Premier_League champions Qarabağ_FK AZAL_PFK league Azerbaijan_Premier_League AZAL_PFK numberOfMembers 3500,"The AZAL PFK, with 3500 members, competes in The Azerbaijan Premier League, with championship team being Qarabag FK."
Id19,1,en,ComicsCharacter,,BBC keyPerson Rona_Fairhead,Rona Fairhead was a key person at the BBC.
Id208,1,en,Airport,,Curitiba isPartOf Paraná_(state),Curitiba is part of the State of Paraná.
Id193,2,en,Airport,chain,"Adirondack_Regional_Airport cityServed Saranac_Lake,_New_York Saranac_Lake,_New_York isPartOf United_States","Adirondack Regional Airport serves the city of Saranac Lake, New York which is part of the U.S."
Id134,3,en,SportsTeam,sibling,"Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015","Agremiação Sportiva Arapiraquense, full name is""Agremiação Sportiva Arapiraquense"". The club has 17000 members and played in the 2015 season."
Id41,2,en,ComicsCharacter,chain,Baymax firstAppearanceInFilm Big_Hero_6_(film) Big_Hero_6_(film) starring Ryan_Potter,"Baymax first appeared in Big Hero 6, starring Ryan Potter."
Id22,3,en,Food,mixed,Antioquia_Department country Colombia Bandeja_paisa ingredient Avocado Bandeja_paisa region Antioquia_Department,Avocado is one of the ingredients in the dish Bandeja paisa which is found in the Antioquia Department. The Antioquia Department can be found in the country of Colombia.
Id25,4,en,ComicsCharacter,mixed,Baymax creator Duncan_Rouleau Duncan_Rouleau nationality Americans Baymax series Big_Hero_6_(film) Big_Hero_6_(film) starring Scott_Adsit,"Baymax is a character in the film Big Hero 6 which star's Scott Adsit. The creator of this character is American national, Duncan Rouleau."
Id106,5,en,Food,mixed,Bandeja_paisa country Colombian_cuisine Lemon family Rutaceae Lemon genus Citrus Bandeja_paisa ingredient Lemon Bandeja_paisa region Antioquia_Department,Bandeja Paisa is part of the Colombian cuisine from the region of the Antioquia department. Lemon belongs to the genus citrus and Rutaceae family and is an ingredient of the Bandeja Paisa.
Id205,1,en,SportsTeam,,Michele_Marcolini club F.C._Bari_1908,Michele Marcolini plays for F.C. Bari 1908.
Id89,2,en,SportsTeam,chain,Christian_Panucci club Chelsea_F.C. A.S._Livorno_Calcio manager Christian_Panucci,A.S. Livorno Calcio is managed by Christian Panucci who has played for Chelsea FC.
Id38,4,en,Building,sibling,"200_Public_Square completionDate 1985 200_Public_Square floorArea 111484 (square metres) 200_Public_Square floorCount 45 200_Public_Square location Public_Square,_Cleveland","Completed in 1985 with 45 floors and 111484 square meters floor area, 200 Public Square can be found in Public Square, Cleveland."
Id178,4,en,Airport,mixed,"Port_Authority_of_New_York_and_New_Jersey headquarter New_York Egg_Harbor_Township,_New_Jersey isPartOf New_Jersey Atlantic_City_International_Airport location Egg_Harbor_Township,_New_Jersey Atlantic_City_International_Airport operatingOrganisation Port_Authority_of_New_York_and_New_Jersey","Atlantic City International Airport located at Egg Harbor Township, New Jersey is operated by the Port Authority of New York and New Jersey based in New York."
